"oleh_oleh_raw_id","name","category","address","latitude","longitude","rating","reviews","url","website","phone","search_query","place_id","cid","image_url","auto_subtype","review_confidence_label","auto_quality_score","duplicate_group_key","duplicate_count","category_noise_signal","auto_audit_status","auto_audit_reason","manual_decision","manual_note"
"OORAW-20260609-0002","PUSAT OLEH - OLEH VIRAL","Toko Kue","Jl. Raya Tangkuban Parahu, RT.5/RW.7, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.7853644","107.6522503","4.4","8","https://www.google.com/maps/search/?api=1&query=PUSAT%20OLEH%20-%20OLEH%20VIRAL&query_place_id=ChIJxy58-SHhaC4R9ihq1qxdrRo","","+62 822-3836-318","pusat oleh-oleh","ChIJxy58-SHhaC4R9ihq1qxdrRo","1922295612870109430","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQgXowb5Xyr-2wE3nT6CSn_a2_1hIIwWfevRmrqD4hX_uFCodbKQtNWNJNDB6LZ2C1k07jzYyiKmGWMJbtK_nS5-dLT6Qv48OsvGGvseLXAFdTDVw6H5JrnmfOY8XkKExqEnsN=w426-h240-k-no","bolu_cake","low","90","viral","1","False","manual_check","perlu cek ringan sebelum review scraping","",""
"OORAW-20260609-0003","Pusat Oleh Oleh Lembang","","Jl. Raya Tangkuban Parahu No.57, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.7855625","107.6525274","5","3","https://www.google.com/maps/search/?api=1&query=Pusat%20Oleh%20Oleh%20Lembang&query_place_id=ChIJ6QJBZ2zgaC4RqYwZSnw4eOE","","","pusat oleh-oleh","ChIJ6QJBZ2zgaC4RqYwZSnw4eOE","16246797762209352873","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGesm1uwK1GADZAO1zc-awFWNxQxDY8uXhPZo-kT5So_A2d-Tf0pGl4_ZGDOMvMSqFa47c28sQxMEKiqt-HbG_6VXovawhrnPBuiyVOZv_dV9UcXrtXenQtWWORkIZirBmGyOrMYA=w426-h240-k-no","pusat_oleh_oleh","low","90","","3","False","manual_check","perlu cek ringan sebelum review scraping","",""
"OORAW-20260609-0004","IntiRasa Oleh Oleh Lembang","Pusat Perbelanjaan","Masjid Ataqwa kp Pasirluyu, Pencut, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8258723","107.6204177","5","2","https://www.google.com/maps/search/?api=1&query=IntiRasa%20Oleh%20Oleh%20Lembang&query_place_id=ChIJezC-s6rhaC4RDk50cSYpzLI","","+62 822-1924-6663","pusat oleh-oleh","ChIJezC-s6rhaC4RDk50cSYpzLI","12883717879089090062","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuQJlquPA3JeYAgvmuDn65TDfqSXlqOEhRE2JnHlwGiOxVcarPgU0ERP5bq640d3JgrIbuuoo_1VAmkQdUBMbsxB3cl6fx2gRmgcScekERG5t5-nNL4L-KU4j7N-mcHf-C00Nv=w505-h240-k-no","pusat_oleh_oleh","low","75","intirasa","1","True","manual_check","kategori masih restoran/mall/pujasera/pasar","",""
"OORAW-20260609-0007","TOKO OLEH-OLEH PATRYANA","Pusat Perbelanjaan","Jl. Raya Tangkuban Parahu No.11, Cibogo, Cikole, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8102878","107.6354502","5","2","https://www.google.com/maps/search/?api=1&query=TOKO%20OLEH-OLEH%20PATRYANA&query_place_id=ChIJ1-gRW57haC4RaQxYmD8N0IQ","","","pusat oleh-oleh","ChIJ1-gRW57haC4RaQxYmD8N0IQ","9570163774952311913","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6I8pBXeZ6bo1jcJoW6RzgoD3HCjhABjjmSAGJ4uEWI84EQ3JjW7vupEp44D74f44F3fTwp0relQ_Dvunj48lPF0w4jHLuhe4JKlByNWfXqAbCp-166FQlogrlPY59ySysIh2Vxg=w408-h310-k-no","pusat_oleh_oleh","low","75","patryana","1","True","manual_check","kategori masih restoran/mall/pujasera/pasar","",""
"OORAW-20260609-0008","Oleh Oleh Bandung Sari Raos","Restoran","Jl. Raya Lembang No.240, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8126824","107.6158732","4.3","71","https://www.google.com/maps/search/?api=1&query=Oleh%20Oleh%20Bandung%20Sari%20Raos&query_place_id=ChIJh55JfQPhaC4Rq_QfDdXXm_I","","+62 22 2786550","toko oleh-oleh khas","ChIJh55JfQPhaC4Rq_QfDdXXm_I","17481803688616916139","https://lh3.googleusercontent.com/gps-proxy/ALd4DhF7MZzgxFvoEdDKE83dErUTbvPihk_PDekXaEGW8BRG6J16C_Sfe5-CxXcah2JkN8REH0qjz_05Od9LQe9hLtNjQqgZ9C2dsCOTbjc52MVFqV6jTbzDGMPDtGjpNsc9XmzcMBTcGZkmT4Wy-l7zrmjcGyiXjwIdraJFr9O-VjRO7XyU2auFyDs23rZqYJVnRRuI_ts=w408-h306-k-no","pusat_oleh_oleh","medium","80","sari_raos","1","True","manual_check","kategori masih restoran/mall/pujasera/pasar","",""
"OORAW-20260609-0010","Bolu Susu Lembang Toko Resmi Lembang 1 - Oleh oleh khas Bandung","Toko Kue","Jl. Raya Lembang No.275, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8121605","107.617927","4.9","5758","https://www.google.com/maps/search/?api=1&query=Bolu%20Susu%20Lembang%20Toko%20Resmi%20Lembang%201%20-%20Oleh%20oleh%20khas%20Bandung&query_place_id=ChIJJejFpgPhaC4RkjLdkCOsXXY","https://bolulembang.co.id/","+62 811-1500-146","toko oleh-oleh khas","ChIJJejFpgPhaC4RkjLdkCOsXXY","8529162538063835794","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG68RmEWzkXUQkC5_7ezRUFyogJCIeS-EFK91YyTsIWyxeaytKcOAWKIIfM38fsDijB8GxtrDVNgsGoPVGKFK5vP7FmDbMJOdGyYA2v6Ik0PyRV6B2xPuwgA6ZAEAo_QRfO7A0V0g=w408-h306-k-no","bolu_cake","high","100","bolu_susu","3","False","manual_check","ada kandidat mirip/cabang, cek sebelum review scraping","",""
"OORAW-20260609-0011","Sari Barokah Oleh-oleh - Lembang","Pusat Perbelanjaan","Jl. Raya Tangkuban Parahu No.32, Kayuambon, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8120544","107.623878","4.2","329","https://www.google.com/maps/search/?api=1&query=Sari%20Barokah%20Oleh-oleh%20-%20Lembang&query_place_id=ChIJt33_g9XhaC4RwH63dao0s0w","","+62 852-1829-9940","toko oleh-oleh khas","ChIJt33_g9XhaC4RwH63dao0s0w","5526819074437775040","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGUZIDScBnSu1dmbuAw7ZWlyXaijR5ImnLILZiDG6VEpkivG3brOwJtyp1axTCUkp-pMe-UyXZZUPTXQ6GVNXCZCT7TSba7BKAjFhPqddBR-q5HJBsNonFzjQRfVcq2fjkSYq9=w408-h725-k-no","pusat_oleh_oleh","medium","80","sari_barokah","1","True","manual_check","kategori masih restoran/mall/pujasera/pasar","",""
"OORAW-20260609-0014","Oleh-Oleh Bandung","Toko","Jl. Maribaya No.116, Kayuambon, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8255538","107.6372746","4","3","https://www.google.com/maps/search/?api=1&query=Oleh-Oleh%20Bandung&query_place_id=ChIJezvUacLgaC4RK6zTmtyl3cw","","","toko oleh-oleh khas","ChIJezvUacLgaC4RK6zTmtyl3cw","14762137520499305515","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kCNtkPtfAe-rUec_d8-GyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.60692&pitch=0&thumbfov=100","pusat_oleh_oleh","low","90","","3","False","manual_check","perlu cek ringan sebelum review scraping","",""
"OORAW-20260609-0015","SENTRA OLEH OLEH LEMBANG SDL","Pusat Perbelanjaan","Jl. Raya Tangkuban Parahu, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8072407","107.6487065","5","18","https://www.google.com/maps/search/?api=1&query=SENTRA%20OLEH%20OLEH%20LEMBANG%20SDL&query_place_id=ChIJtfzyc6nhaC4RGZHr6dqJ1tg","","+62 852-8005-4640","pusat oleh-oleh","ChIJtfzyc6nhaC4RGZHr6dqJ1tg","15624827530528919833","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfP1un3exg512Bb4d0tIrE25tq_9iaD3Sl_N6MHqXuj1bXNLdmmeNDHDsZ5fQ2d0CPdH8ccvIoMhwLwKiNqTQNvxE6jqwKtr4Jp7SqVdJCqhXRrSxCFY_-JUgbnvgKY9sezDA=w408-h408-k-no","pusat_oleh_oleh","low","75","sentra","2","True","manual_check","kategori masih restoran/mall/pujasera/pasar","",""
"OORAW-20260609-0017","Rumah Makan Tahu Sumedang Renyah","Restoran","5HVV+MM6, Sukajaya, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","-6.8058266","107.5941261","4.3","567","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Tahu%20Sumedang%20Renyah&query_place_id=ChIJQUc7BZ7haC4RotAHqoN_LY0","","","tahu susu oleh-oleh","ChIJQUc7BZ7haC4RotAHqoN_LY0","10172927336769900706","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4iWtQI3iu2AFTqiAsW1xnRcJuU0VBi5tszML_ODmisqZLGyD2GuRj9ojYqgt0awrr1d7tWd-mbgIVBcol6Snpipuavh5gDQtSI03grnIgG4aXACtF_JRfc7GyM2DDafYEV1P0dw=w408-h306-k-no","tahu_susu","high","85","rumah_makan_tahu","1","True","manual_check","kategori masih restoran/mall/pujasera/pasar","",""
