accuracy,loss,top3_accuracy,val_accuracy,val_loss,val_top3_accuracy,learning_rate
0.6245419383049011,1.3161344528198242,0.8904443979263306,0.6775047183036804,1.0716192722320557,0.9410207867622375,0.0010000000474974513
0.6877760291099548,1.1710865497589111,0.9330075979232788,0.6775047183036804,1.0222587585449219,0.9425330758094788,0.0010000000474974513
0.6907826662063599,1.1477293968200684,0.9350746870040894,0.6778827905654907,1.00428307056427,0.9395084977149963,0.0010000000474974513
0.6951047778129578,1.1364892721176147,0.9350746870040894,0.6793950796127319,1.0040451288223267,0.9417769312858582,0.0010000000474974513
0.696138322353363,1.132807970046997,0.9389269948005676,0.6786389350891113,1.0034531354904175,0.9432892203330994,0.0010000000474974513
0.6955745816230774,1.1297717094421387,0.9373297095298767,0.6786389350891113,0.9967095851898193,0.9436672925949097,0.0010000000474974513
0.6951047778129578,1.1288515329360962,0.9367659687995911,0.6786389350891113,1.0005277395248413,0.9436672925949097,0.0010000000474974513
0.6937893629074097,1.1242388486862183,0.9357324242591858,0.6786389350891113,0.9993210434913635,0.9425330758094788,0.0010000000474974513
0.6951987147331238,1.1257580518722534,0.9381753206253052,0.6790170073509216,0.9921059012413025,0.9429111480712891,0.0005000000237487257
0.6968899965286255,1.1220462322235107,0.9371417760848999,0.6786389350891113,0.9974820613861084,0.9432892203330994,0.0005000000237487257
0.6951047778129578,1.1195966005325317,0.9389269948005676,0.6790170073509216,0.9973083734512329,0.9425330758094788,0.0005000000237487257
0.696138322353363,1.1195063591003418,0.935544490814209,0.6786389350891113,0.9956796169281006,0.9421550035476685,0.0002500000118743628
0.6974537372589111,1.1135141849517822,0.9390209317207336,0.6793950796127319,0.9936566948890686,0.9425330758094788,0.0002500000118743628
0.6948229074478149,1.115347981452942,0.9348867535591125,0.6786389350891113,0.9919831156730652,0.9413988590240479,0.0001250000059371814
0.6981114149093628,1.1180903911590576,0.9361082315444946,0.6786389350891113,0.9952078461647034,0.9413988590240479,0.0001250000059371814
0.696138322353363,1.1137573719024658,0.9407122135162354,0.6786389350891113,0.9932240843772888,0.9413988590240479,0.0001250000059371814
0.6953866481781006,1.111815094947815,0.9402424097061157,0.6786389350891113,0.9920252561569214,0.9413988590240479,6.25000029685907e-05
0.6927558183670044,1.1141834259033203,0.9377995133399963,0.6786389350891113,0.991911768913269,0.9413988590240479,6.25000029685907e-05
0.6944470405578613,1.1122262477874756,0.9417457580566406,0.6786389350891113,0.9916034936904907,0.9413988590240479,3.125000148429535e-05
0.6936953663825989,1.1161011457443237,0.9389269948005676,0.6786389350891113,0.9928561449050903,0.9413988590240479,3.125000148429535e-05
0.6957624554634094,1.1147035360336304,0.9367659687995911,0.6786389350891113,0.9924432635307312,0.9413988590240479,3.125000148429535e-05
0.6944470405578613,1.112755298614502,0.938457190990448,0.6786389350891113,0.9920310378074646,0.9410207867622375,1.5625000742147677e-05
0.6944470405578613,1.115044116973877,0.9362961649894714,0.6786389350891113,0.9925540089607239,0.9410207867622375,1.5625000742147677e-05
0.6953866481781006,1.1146800518035889,0.9396786689758301,0.6786389350891113,0.9925063252449036,0.9410207867622375,9.999999747378752e-06
