location_id,location_name,media_available,media_image_url,media_destination_url,media_website,media_source,media_match_title,media_match_score,media_match_method,media_audit_status,media_audit_note
LOC-070,Penangkaran Rusa Ranca Upas,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYzkpwbohY10bcpzs3xuUAfjR0i6ctFV4dXaN3MM-T4gawiY1Vmbq-sbMaX6u6DUH1WnWCSyZLiKXjiOwJVH3ZhFnK4_-s3zlicnQLzzamm2lCSSd7Y6RScPdVyvmH22oUBy7Q=w408-h269-k-no,https://www.google.com/maps/search/?api=1&query=Penangkaran%20Rusa%20Ranca%20Upas&query_place_id=ChIJlyTtJoSMaC4RTwHcCq_vgBI,http://www.kampungcai.com/,google_maps_extractor_2026_05_19,Penangkaran Rusa Ranca Upas,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-071,Puncak Bukit Kujang Gunung Bohong,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCzAjxAAkhYPaYi1eHwVCy1RxrzeMVqZUseCCEmgr_TytbDEPmYoRp_OgrrsiAvZxyeOiDxOZ9IrPPSnCkpal5OsiRqmQaVYEVAEiB-O6-jv9jj8A6jOXWyvV8EcL3ruCBXs3f9A=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Puncak%20Bukit%20Kujang%20Gunung%20Bohong&query_place_id=ChIJpalhFPHlaC4R_5WE_LUF0Bw,,google_maps_extractor_2026_05_19,Puncak Bukit Kujang Gunung Bohong,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-072,Puncak Eurad,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSSfdxci2afE3Ks0_1ugK0jABkxx9-qJDO9BHti-lO-DIQvqE1kR84XFxSU0LObwH85wORFYRyi4rhKZMMu43U-GI7Pp6vHqQMFpxGAfl3NZ-zM3T0BlM-HToRzC1Fk3KHmKkBhA=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Puncak%20Eurad&query_place_id=ChIJ5_6aW8XfaC4RrtKR92P_PC4,,google_maps_extractor_2026_05_19,Puncak Eurad,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-073,Ranca Upas Ciwidey,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg84_vzYJW4kLVDnVoJfsSJf7b-XBdImTauDpk8CkVWTq1dknxJH3ODIGZ4WU86AvytVHgghZ9al5QqvLv8THZGiRbhMpni3wIXFNBH1nRrDdfeJX314o05Mk_PfUL5V40YAIJ=w408-h326-k-no,https://www.google.com/maps/search/?api=1&query=Ranca%20Upas%20Ciwidey&query_place_id=ChIJsd2qQbGNaC4Rrz24GOGYKGw,https://www.rancaupas.id/,google_maps_extractor_2026_05_19,Ranca Upas Ciwidey,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-074,Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMeu7uJLY-9Go-ZaqD2iR-SVNsZGbPwiuUeYBDRmN_aNb4AfohFt44ygMejrnwONblGWREWJUFotUhhga685jfabwJz2r2NTb8tByfSSFd0ABElFI-EEp8xYkLMjX2CojgYqIf=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Sangu%20Liwet%20Ibu%20Ika%20Pasirjambu%20Ciwidey&query_place_id=ChIJW8r6bmbtaC4Rkich2i85QXI,http://sanguliwetbuika.blogspot.co.id/,google_maps_extractor_2026_05_19,Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-075,Sanghyang Heuleut,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM_Bqwp41iicZ_TM24Y9FIh-4c4GWBugxM8cChtzO5_HhPjRInLQYUfPzd8P4rjSsVQtgjFkip16zktQKFoygJWHXnHRUce_WDJmtVgMHYom_yE-hSL3Wg99_sXPH1KMpn-AQ8=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Sanghyang%20Heuleut&query_place_id=ChIJhZQ93yH5aC4RvQf1HVZ3tzc,,google_maps_extractor_2026_05_19,Sanghyang Heuleut,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-076,Sanghyang Kenit,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEFb2zQ1RKVUAF_A17ZwoKbWxrPnPG4jh8o554usw6SWd6m8EWgaOcBqdXpL4VWKLIOHjkj5tnnMs8Nol-m65Z2sSgshYp--HFngHTVQ0Nhd4l3uCV0Bb0WBXXxFqOIS4xDCk=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Sanghyang%20Kenit&query_place_id=ChIJ1aA5wKX5aC4Rp5i9J9cpnes,,google_maps_extractor_2026_05_19,Sanghyang Kenit,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-077,Saung Angklung Udjo,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5a_tSc8FhxMrVA6U3ZcaPaJds1AnkUj6Bp1Ao8esDjaT9VgL1tKFqq9wqrs7aCIVPbDtZo8Uw8Jovv1oaQTNfY9M6ZpfWoJh46pvz1pW9Un0Du7pbq216oTbAFwjLbkmdm0OfFQ=w408-h408-k-no,https://www.google.com/maps/search/?api=1&query=Saung%20Angklung%20Udjo&query_place_id=ChIJBYSGT5DnaC4RnEy6JfAzvO8,https://angklung-udjo.co.id/,google_maps_extractor_2026_05_19,Saung Angklung Udjo,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-078,Selasar Sunaryo Art Space,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGNari0veC-7yOzYK-PmQdUfoYwCPETHKM5LOkERTx0UaF0iHW4SIkxn57zCujH1jyojB_MC5Ol3Vfq1FqWjgl6EkuMEXJFGTjdOpDo_dPwcgoCLPbPVHcSR_vAQuToR7whOmr=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Selasar%20Sunaryo%20Art%20Space&query_place_id=ChIJg1CUJCLnaC4RWi9isYL83ug,http://www.selasarsunaryo.org/,google_maps_extractor_2026_05_19,Selasar Sunaryo Art Space,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-079,Situ Cileunca Pangalengan Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVmwO8paLqxozk19d4LZCT0-pKf-R4vo2PaPa63EcySE90N5UGnwhWr3T1nVf03yQq14D65x2DJXf57BIhGo1UscpbX4kzHU-qM4_21ip70xvAJ09unlhocrAt5IFM1BEJxcEU=w427-h240-k-no,https://www.google.com/maps/search/?api=1&query=Situ%20Cileunca%20Pangalengan%20Bandung&query_place_id=ChIJQbOiLW6RaC4RiksSLDjy9eg,https://situcileunca.id/,google_maps_extractor_2026_05_19,Situ Cileunca Pangalengan Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-080,Situ Cisanti,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9RVvdspKzGupA9cYVNgPlIS1LJdBeWOAJI8SFFDLfsbeyCG2YNGr0zMmpAWquzQwT1JIbdadUemkamU5FKB78VWrb27MHDCsCKHkmoL6DYFcgnZfFpdbAGiLDkbcFeE4ZNBoY=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Situ%20Cisanti&query_place_id=ChIJF3ouIC6WaC4RTkvPHo8ggTk,,google_maps_extractor_2026_05_19,Situ Cisanti,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-081,Situ Ciseupan Cibeber,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeGP5_OoqdI_RVjr2inPpu2URi02b0Xi_YwJZmWbCZOq4d3W_RC8GVbVSu7aI18uFvSCw02Agc3pAPoOi3oyM-O8vjiRJhcMAdOaZDOFBg-w8FHJ4FNWaa0duFLLi5dO1bJfIgcSSIndM=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Situ%20Ciseupan%20Cibeber&query_place_id=ChIJR25lkCjlaC4RY3tnjTlnmp4,,google_maps_extractor_2026_05_19,Situ Ciseupan Cibeber,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-082,Situ Patenggang Ciwidey Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSKH6CaB0v3e-4jLK-5ldmEfU3WwZEAkZUcBO8aTLLQ-9r4ahekESeowqc-SP24zhUnsCUSOd9r8BeoUH3YnkdKITKkzsSCTyw8_muqf6U5QDrrxaUyYX-h_HgIsuQ3n54wAP4=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Situ%20Patenggang%20Ciwidey%20Bandung&query_place_id=ChIJXWeYBsSLaC4RICTFYD3rAtY,,google_maps_extractor_2026_05_19,Situ Patenggang Ciwidey Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-083,Stone Garden Citatah,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4Gf0Wu05F0aMKTlf9wivPy_aSL3zi3xfbykok5GMRZswMaQrcUFvcUBW0NyKL2HwmVwoEP5wtoSTvKgLQnGXRLoLiVzA-kamojxSnu9hJmiAY4vOP10uC088PWJrfy9HqEkE=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Stone%20Garden%20Citatah&query_place_id=ChIJ7bjao1n8aC4Ro5xdaKfIDnI,,google_maps_extractor_2026_05_19,Stone Garden Citatah,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-084,Sunrise Point Cukul,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcdmOycjLRyGB2iCHtZBdYTgArPllROaWbxVGoS3WwnkD2sT7JihZlNHvKqHYe5o-mHVMqfvT0vwSoI1Odbj-SaTciCfna6Z3FkQaaXBPz_Kq5fAo68hvvK7SacfcQCSsV22c=w427-h240-k-no,https://www.google.com/maps/search/?api=1&query=Sunrise%20Point%20Cukul&query_place_id=ChIJNVohHfGQaC4Rn9CGfUiBBoI,http://www.instagram.com/sunrisepointcukul,google_maps_extractor_2026_05_19,Sunrise Point Cukul,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-085,Tahura Gunung Kunci,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEClfVHhxd6au0ae8JpAUxBZBv4daCpMR8wn2uaNAAMU_X5Efpu4lnkcZCuxMYRiCk-y0hYGfUmvB6eny5bLgeBphIZNDssjasD1QJWMBXCyb5wDZEH1ggV7ss91CixWbzim3W7=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Tahura%20Gunung%20Kunci&query_place_id=ChIJcVwN9hfRaC4RDogyRPU6Rvk,http://sumedangtandang.com/direktori/detail/gunung-kunci.htm,google_maps_extractor_2026_05_19,Tahura Gunung Kunci,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-086,Taman Alun-Alun Kota Cimahi,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVIvyx28IAYDFiA-yoeZGWMKT_FIKhYhNdpyoCtam5s3FCtnRxK-XuYEwkrvwg6pBhoFmPQkedt_wCiScbZ75M_wWOtlmwJ85OxgvwKP19SZutn9xEV7wrpZoOAl0pRuS98OwCGg=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Alun-Alun%20Kota%20Cimahi&query_place_id=ChIJpcO0o0PkaC4RlDN0zejOQ3Y,,google_maps_extractor_2026_05_19,Taman Alun-Alun Kota Cimahi,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-087,Taman Ecowisata Cimenteng,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzEsAmHrS580FemgC9xTfBY5zvzAgwqFWRoBX9gSMaPUrnRpRgQ_hISWWV4y7qSCJIZF1q7I7XzgPClf4ffPwHiMHfNKjRl58rWijVAUS0GAKQ8yNe8xwX6Tmobg3EVU_TgWqw=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20EcoWisata%20Cimenteng&query_place_id=ChIJ7eEMCv7jaC4RNRa7f1PwDgU,,google_maps_extractor_2026_05_19,Taman EcoWisata Cimenteng,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-088,Taman Endog,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSTl3e6mhV1k1e9TE_r8BHHH5G9kZYAtxu9f336eSXvqFPL85Fms06WNibuvtbaT7NWN33H5_gexiDo5PFtOOblMaYDPW61ox87RstPNoy_Vh4ooJVNZiiFyY4NP-nYkHyD2MIvTubkbz6=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Endog&query_place_id=ChIJ1cP5YznRaC4R9B4AmCPxP9Q,,google_maps_extractor_2026_05_19,Taman Endog,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-089,Taman Film,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGekjeOX0s1eDQxep5y3kGlp6C_MdP9x3V7Kx6waxi4-zwZWM82zyYokYy13fWRKbzKS0w3iK_juwg2LsWb3bE5X79sosCwIL7YOHCeigr9EbRCOpG0_YKHxtillYKUdLknDsKJ=w408-h257-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Film&query_place_id=ChIJqycGPUXmaC4RMexo0NkWNEA,http://twitter.com/Taman_filmbdg,google_maps_extractor_2026_05_19,Taman Film,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-090,Taman Foto Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGS67c8muouqgDuQcBickuHnsza6C67gCQGmQQPEUnNZqdH6DvseDrr88MWxU17GWgjaEjGdHuN0EJ5-Fvz0i0NSd4OkF7Feuq0OHRcqeIcjNwmXnZvxWRePml4p9uNJ2jeHezM=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Foto%20Bandung&query_place_id=ChIJZ3K4JsznaC4RaLxhKq_Cnp8,,google_maps_extractor_2026_05_19,Taman Foto Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-091,Taman Hutan Raya Ir. H. Djuanda,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdeDMEgBHTqd2_m8XhmZC2rX_3y4kH2fFMDuDVB0TaduklsrUhehk4vA_iB7atGwYGoPYp6OkiMZwp31dr_PsHNbJvrlhQN_jDKU_jb-ox3XtxDQhkdVoll7tVKrUm6yPQ8APM=w408-h408-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Hutan%20Raya%20Ir.%20H.%20Djuanda&query_place_id=ChIJhz3JLbjgaC4RsVhSF1nAZPY,,google_maps_extractor_2026_05_19,Taman Hutan Raya Ir. H. Djuanda,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-092,Taman Jomblo,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBrMicRHUkAXlOXFyNXDBl86lAORZ3nHvThumjea5abx1w2rPGFLtX3g1m0xqmxuDXQBldZCXNtAW0edYZvPWbZUR3tGP25XNgOQQczkwoQe2_WuNQQJHa0MiCbBGGUsJMckVq=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Jomblo&query_place_id=ChIJf3DcWEXmaC4RnE62shqn-mg,,google_maps_extractor_2026_05_19,Taman Jomblo,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-093,Taman Kartini,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5KYacwBC9rin-HrnsQyh_t5SW-T0ybTTILvbgXbsQ4bZVHY5j0ZdhGlsv7Q3vNN5pKncJnKv6GmCk2HzS-KAgTS3Ezo4xO_shWTsPT5EtkfNN1Ddt-67wtPtOilrP2KBd5iI=w408-h305-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Kartini&query_place_id=ChIJKw_b6VLkaC4Rto93Y25YDb0,,google_maps_extractor_2026_05_19,Taman Kartini,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-094,Taman Lalu Lintas Ade Irma Suryani Nasution,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtkvD3yetTErifPvnt7o3_nN5BYLX2m5Z0IHkr36QzhGgpSFD395FER7Ri5VshEpyMYyBd8s9aUvsprW2Bos5PDn1OrGGWcIsTPsrlArJlNZi4DOu3nnjWnk8wqeU4VbL211b4=w408-h407-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Lalu%20Lintas%20Ade%20Irma%20Suryani%20Nasution&query_place_id=ChIJm4jH6DbmaC4Rn67rnw95h9o,https://linktr.ee/tamanlalulintasbdg,google_maps_extractor_2026_05_19,Taman Lalu Lintas Ade Irma Suryani Nasution,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-095,Taman Langit Pangalengan (Sunrise Point & Camping Ground),True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNN4lelvuzPZex5qHGR1O601ISJL9OPHPFNMJg9se7fYIb2EH4iYCQX4N_sckr65VAqCIgipzfU-8GnfAiGydX_hw-NrjEJsPwJwu8DeBvRCvUcn51knsUQ9AFL-1HySA8vpk=w533-h240-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Langit%20Pangalengan%20(Sunrise%20Point%20%26%20Camping%20Ground)&query_place_id=ChIJbxmzaUSRaC4RJIT7nkdLC34,http://www.tamanlangitpangalengan.com/,google_maps_extractor_2026_05_19,Taman Langit Pangalengan (Sunrise Point & Camping Ground),1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-096,Taman Lansia,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGr8eNgipb4VqdY0gQNNhOoF8KGFmeX-mPz_LSmUheWyG7O38Ig5YvqWRW44GLpi74xzf5vDZIliD56XXuD7iZYOzgJtvXEJd7cf_js2cc25Efk4J9VbJkiD5vjMtjhrnvQCqxfmA=w408-h307-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Lansia&query_place_id=ChIJoQd1OLDnaC4RcsJIJXr8ytY,,google_maps_extractor_2026_05_19,Taman Lansia,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-097,Taman Lembah Dewata,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEflS4H3QMZVtSYPqkoC_fo85mv-2TRdhOhlMTIYc2pY5iIBgeOpyGLqIdcsT6wscOsrxRkcVMIBTSSLL30Il2vvhwJbhXMIpZ9SzXBz55L-UiXxQkavfqaUy5hb5Or2-ULYV6J=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Lembah%20DEWATA&query_place_id=ChIJn8abk-LgaC4RMKBFBngt5Jo,,google_maps_extractor_2026_05_19,Taman Lembah DEWATA,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-098,Taman Musik,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuj6SKRvwIoWnQvLVRTr9G57GC7Oju7N23UvoJbgQcrRcH2IUxoNOkelZa65vcAzmA7iH-a5e8cVZS53U_7QfocilKCM0fC1SQWTIM2NZoQQ7SiEUc9fscB6_WhOUuJNoO3lbh=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20musik&query_place_id=ChIJW8s5UeTnaC4RLbN8TK31LKE,,google_maps_extractor_2026_05_19,Taman musik,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-099,Taman Superhero,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRimMWnN12HfVknB00KBD05JgArk-G6p1qBqaNKqqZVB3Z65cgTjPi6ZlzylBiSEYdeDnpRkaCDjErmsh4tbVBjqN72Ma8M5ix8SvH1pXF3JD6umEKtnptr3c2Br2M6ladGh47fQ=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Taman%20Superhero&query_place_id=ChIJ7RAw2cjnaC4Rj-fHswBWb6Y,,google_maps_extractor_2026_05_19,Taman Superhero,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-100,Tebing Karaton,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcmY-L3fiCWVxbbPSa8fTALkd4oq5LjTvrntxFikv0rJjIUcmOqwjNKKfbWPxbeO1hCFCSUvky-aNqrNg-tQR6nwXuqi90rZMxZxw9MiofU-2yAcBbbR_5T6ttD-UpAxJwutqe=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Tebing%20Karaton&query_place_id=ChIJwX3fcSHnaC4RRwqIfgJdkC8,,google_maps_extractor_2026_05_19,Tebing Karaton,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-101,Teras Cikapundung Bbws,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIoCwqhODW3hznOnbAjArPF9deIkdrJ42dh3OpgTEOB0K1qErPQ__1zEjzopMYDMehPTbfbe3Qnq0eRqDNrac7NVOR4VJ3Ps4qiHaS42Ukx95ltFh8kngxXSoXfMHXfvl8CWyFGg=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Teras%20Cikapundung%20BBWS&query_place_id=ChIJUarm0BfmaC4R4__2xnl8Nq8,http://bandung.go.id/,google_maps_extractor_2026_05_19,Teras Cikapundung BBWS,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-102,Terminal Wisata Grafika Cikole,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5e6BQJ0tO40Wt2DjKUvPIhQEjrtcgsGbGWQLGI_jcPdpuAwLgnDUShroQjZ6HPcPXwGvfIA0sTxBvltVE45By4Lfy5GE5qBr4bvdTHk1R4YN0SytEghi8RQQ1daKcwBoLCGbM=w680-h240-k-no,https://www.google.com/maps/search/?api=1&query=Terminal%20Wisata%20Grafika%20Cikole&query_place_id=ChIJb_4hpRTgaC4RhHELJZTCoMY,http://grafikacikole.com/,google_maps_extractor_2026_05_19,Terminal Wisata Grafika Cikole,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-103,The Great Asia Africa,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3tH7jcWO4gIZvtsox9EBjdi4pqvwbcd8riUyNce4LXlQLGJ55O55PRmM1w3J932ScmL57d5qsQlnKKt4QPoTYxyPAdtMjiZhiNRwzfcK2-zfKxTHgvn0WmbJETP-OmKreq6k=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=The%20Great%20Asia%20Africa&query_place_id=ChIJrZMq_VrhaC4RjvaH06iyNa0,,google_maps_extractor_2026_05_19,The Great Asia Africa,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-104,The Kings Shopping Centre,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwk6grpk--7LZSgBobUKvKla9bTbhmMOoiqISzxttPob5saq4Bd1k9nEYj7q3vcZUDi1EXZqOg2RPIH1bC_qhYF7fKCNm2F0ASzYzc1pD-ZFB7JfG_vlV_g_GgQqlMyFwdEaijAXoZYAQ=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=The%20Kings%20Shopping%20Centre&query_place_id=ChIJcf6HGyTmaC4RtgZpmv7cCM8,,google_maps_extractor_2026_05_19,The Kings Shopping Centre,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-105,The Lodge Maribaya,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmOm3EEJx0t8BgHxRjNqYRHij9uHF1whGZIEI1ed8ZyAQqKx2rewGBnz0S7B8O564cpDvQ13uT2EHVmr-G-HMPfBPGs4f8HxtQXciJ_PRi_ztIcyanl64lBd5vJivWd3-dpwVypA=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=The%20Lodge%20Maribaya&query_place_id=ChIJI9FcZuXnaC4Rypqqskb250I,https://thelodgegroup.id/,google_maps_extractor_2026_05_19,The Lodge Maribaya,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-106,The Nice Park Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnMBQ1oKwYt_NPxCY-fSfYBex98a3JsPQQqz7lRy_6A_iSZf93mzTjKQukmQb3Q3r1nFi4QLTIA3w7Re4_O1foibDhqKZm8WVYkEub3xhP47OKNlT5HB6-qN9C5__r72F-s-uv6N0Ugtn7=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=The%20Nice%20Park%20Bandung&query_place_id=ChIJN6smqPPjaC4RyqIV1nm3fK8,https://www.instagram.com/theniceparkbandung/,google_maps_extractor_2026_05_19,The Nice Park Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-107,Toga Hill,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGabHzw4x7t14cPkgw6vxfMjRUdowkAJrExoVtSYOfnbSwyzySprBehN8JPMoXoJXfTDFNF3dVTi_Bh29dOsUuB2xBtewi396wOf9v0-cnZzUQfUa5oR2pg-vSghspCTroKyUzXgg=w653-h240-k-no,https://www.google.com/maps/search/?api=1&query=TOGA%20HILL&query_place_id=ChIJhRnMbkzRaC4RjZ1hLvVkAfU,,google_maps_extractor_2026_05_19,TOGA HILL,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-108,Trans Studio Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAvvP66-gXVqfxjsu3VX_kyJJ6OKy9duqKIuZIG-b3ecC91TxOsiVcumg3w4kp5jSn9evXGUnpk4OaI0xU45DA9_goT4NU4bPnNODV4A9UCOY_EpV73Bhm9aGEcsHEf1v2CLBV=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Trans%20Studio%20Bandung&query_place_id=ChIJm1ErfNjnaC4R7c1ap-_FYE0,https://www.transentertainment.com/transstudio/bandung,google_maps_extractor_2026_05_19,Trans Studio Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-109,Trans Studio Mall Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGu2FY_M2PRZt9S8Vs8b_f7d7yxjy-J7ZNF0DlFOaEknAOZxgTnUJOA4gGHwS0HJ_x1e9Cn_LfhiHStirjfzPV1TXmz3Wjaox8W3ZbttFjH4GjLBRuYHtR5U-oCdcVjWXWCBOjip85AUzM=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Trans%20Studio%20Mall%20Bandung&query_place_id=ChIJ96NodcTpaC4ReIfHD9YfSto,https://transshoppingmall.com/,google_maps_extractor_2026_05_19,Trans Studio Mall Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-110,Upside Down World Bandung,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8AT9WK0XQErHRMpsBYGNzG-iQVEdAJIcy4r1nSghNhNO9006pbKuUOM-WzggGhxncFp4x1i8CzQZJ4T00wh-HGubsWIQZtxNL6qq3uIsp5G3oqCAQ-LQbThx5b59N3za3cNKN=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Upside%20Down%20World%20Bandung&query_place_id=ChIJQXCoElLmaC4RVl-QRwYTbs0,,google_maps_extractor_2026_05_19,Upside Down World Bandung,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-111,Venus Cimahi,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVE9FoLim0DVEgdqpy65lgPRBurzuEVswf6_VxTPVnBiUFa5ry9paYQ4uxUg3b-06-ZnWkTFej7Smj4eprdqyU6Bh4iu_oWtz4hssPySMksvtt0XCWWm04QeCRT1kvTvJVf591=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Venus%20Cimahi&query_place_id=ChIJi8JzIkXkaC4RGtNlmH1NRl4,https://wa.link/8gq9rd,google_maps_extractor_2026_05_19,Venus Cimahi,1.0,exact_normalized_title,accepted,Exact normalized title match.
