source_raw_file,penginapan_id,name_target,searchString,query_name,query_latitude,query_longitude,title,countryCode,city,categoryName,placeLatitude,placeLongitude,target_place_distance_km,title_similarity_target,title_similarity_query,title_similarity_best,match_status,reviewId,reviewUrl,stars,text,textTranslated,cleaned_text_for_sentiment,publishedAtDate,totalScore,reviewsCount,price_raw_from_review_json,placeId,url,proba_negatif,proba_netral,proba_positif,hotel_sentiment_prediction,hotel_review_sentiment_score,hotel_review_sentiment_confidence
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2pOSlptczJSbDgyWVZkT2JXMDVYMnRqZDNWNE5rRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOSlptczJSbDgyWVZkT2JXMDVYMnRqZDNWNE5rRRAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOjNJZms2Rl82YVdObW05X2tjd3V4NkE%7C%7C?hl=id,3.0,Grand Kembar Hotel,,Grand Kembar Hotel,2026-04-02T05:38:59.187Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.07140081069789993,0.3280692507816645,0.6005299385204355,Positif,0.5291291278225355,0.6005299385204355
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2xkNExVMWtiSEpRZW5WcGVIQmlVMFl6T0hkTFQyYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkNExVMWtiSEpRZW5WcGVIQmlVMFl6T0hkTFQyYxAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOld4LU1kbHJQenVpeHBiU0YzOHdLT2c%7C%7C?hl=id,5.0,tempat istirahat nyaman murah,,tempat istirahat nyaman murah,2026-03-25T11:53:54.195Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.003788892104014289,0.008097829133493785,0.9881132787624921,Positif,0.9843243866584778,0.9881132787624921
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2xGNmQwUmtXbVZaU1hOSlVGRTJXbTB4WjNFMlIzYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGNmQwUmtXbVZaU1hOSlVGRTJXbTB4WjNFMlIzYxAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOlF6d0RkWmVZSXNJUFE2Wm0xZ3E2R3c%7C%7C?hl=id,5.0,Wi-Fi nya ngelak jadi gak ada internet,,Wi-Fi nya ngelak jadi gak ada internet,2026-03-21T03:04:29.014Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.13178441206199193,0.10934813462136077,0.7588674533166472,Positif,0.6270830412546553,0.7588674533166472
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2pob01FazFaM0ZhYURscFRWQldWVmhQUkd0UWIwRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pob01FazFaM0ZhYURscFRWQldWVmhQUkd0UWIwRRAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOjhoMEk1Z3FaaDlpTVBWVVhPRGtQb0E%7C%7C?hl=id,5.0,Mantap,,Mantap,2026-02-24T16:18:33.849Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.0014609487013116157,0.007300506534699842,0.9912385447639888,Positif,0.9897775960626771,0.9912385447639888
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2xaUU5WOTRlR1JxZDJ4cFFuQmFjVFV4Y21GQ1JGRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaUU5WOTRlR1JxZDJ4cFFuQmFjVFV4Y21GQ1JGRRAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOlZQNV94eGRqd2xpQnBacTUxcmFCRFE%7C%7C?hl=id,2.0,Bagi ku tempat ini cukup nyaman buat istirahat apa lagi sama pasangan. Enak lah,,Bagi ku tempat ini cukup nyaman buat istirahat apa lagi sama pasangan. Enak lah,2026-02-11T00:26:25.329Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.018875905326644977,0.01596299080288743,0.9651611038704678,Positif,0.9462851985438229,0.9651611038704678
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2tZMVpWQldVRUU0VEROV1JUVTBNV0l4Y2xBMFpHYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tZMVpWQldVRUU0VEROV1JUVTBNV0l4Y2xBMFpHYxAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOkY1ZVBWUEE4TDNWRTU0MWIxclA0ZGc%7C%7C?hl=id,5.0,tempat istirahat yang nyaman dgn pelayanan yg sangat baik,,tempat istirahat yang nyaman dgn pelayanan yg sangat baik,2026-01-13T04:31:24.863Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.017488773890445602,0.009675438156361934,0.9728357879531925,Positif,0.9553470140627469,0.9728357879531925
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2s1aWFWYzBRME5IZWpodFRYUTJMVVZVVVVFeVNYYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1aWFWYzBRME5IZWpodFRYUTJMVVZVVVVFeVNYYxAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOk5iaVc0Q0NHejhtTXQ2LUVUUUEySXc%7C%7C?hl=id,1.0,Minggu lalu saya menginap di hotel ini tp ga bakalan saya datang lagi...Lantai hotel biasa aja dan kotor bau rokok dimana2..apalagi lantai dikamar yg saya tempati Kaya tidak disapu...harganya pun tdk sesuai . Resepsionis nya agak judes gt ga ramah. Prosedur cek in cek out nya ribet dan fasilitas tdk sesuai dengan harga .,,Minggu lalu saya menginap di hotel ini tp ga bakalan saya datang lagi...Lantai hotel biasa aja dan kotor bau rokok dimana2..apalagi lantai dikamar yg saya tempati Kaya tidak disapu...harganya pun tdk sesuai . Resepsionis nya agak judes gt ga ramah. Prosedur cek in cek out nya ribet dan fasilitas tdk sesuai dengan harga .,2025-12-27T03:03:46.611Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.9666050099373598,0.027368227356286943,0.006026762706353488,Negatif,-0.9605782472310063,0.9666050099373598
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2xOa1ptNVJWMjB6UTBabk1HeHFhMGx0WldsNGVsRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOa1ptNVJWMjB6UTBabk1HeHFhMGx0WldsNGVsRRAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOlNkZm5RV20zQ0ZnMGxqa0ltZWl4elE%7C%7C?hl=id,5.0,Pelayanan ramah satpamnya baik.,,Pelayanan ramah satpamnya baik.,2025-12-06T10:43:50.889Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.04572082290484162,0.015392308604171553,0.938886868490987,Positif,0.8931660455861454,0.938886868490987
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT2pKR05FOU1RMDlmU1RWVVVqRjNUMDV5YjI0MlZGRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKR05FOU1RMDlmU1RWVVVqRjNUMDV5YjI0MlZGRRAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOjJGNE9MQ09fSTVUUjF3T05yb242VFE%7C%7C?hl=id,4.0,Mantap,,Mantap,2025-11-20T09:00:36.195Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.0014609487013116157,0.007300506534699842,0.9912385447639888,Positif,0.9897775960626771,0.9912385447639888
dataset_Google-Maps-Reviews-Scraper_2026-06-12_03-34-11-736.json,LODGE-00914,Grand Kembar Hotel,"Grand Kembar Hotel -6.9451,107.6085",Grand Kembar Hotel,-6.9451,107.6085,Grand Kembar Hotel,ID,Kota Bandung,Hotel,-6.9450555,107.6085073,0.005013357965772232,1.0,1.0,1.0,accepted_exact_or_close,Ci9DQUlRQUNvZENodHljRjlvT205cmVGazFXbnB6U0c1R1JFd3pORlo0WW5GcWIxRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205cmVGazFXbnB6U0c1R1JFd3pORlo0WW5GcWIxRRAB!2m1!1s0x0:0x15b6e56be81ea5a7!3m1!1s2@1:CAIQACodChtycF9oOm9reFk1WnpzSG5GREwzNFZ4YnFqb1E%7C%7C?hl=id,5.0,"Cukup nyaman untuk sekedar istirahat saat perjalanan jauh, dengan harga segitu udah dapat dilokasi yang tidak jauh dari tol...",,"Cukup nyaman untuk sekedar istirahat saat perjalanan jauh, dengan harga segitu udah dapat dilokasi yang tidak jauh dari tol...",2025-09-23T07:35:28.784Z,4.0,533,US$9,ChIJL5lfa5LoaC4Rp6Ue6GvlthU,https://www.google.com/maps/search/?api=1&query=Grand%20Kembar%20Hotel&query_place_id=ChIJL5lfa5LoaC4Rp6Ue6GvlthU,0.2990992387477051,0.11929938924283075,0.5816013720094639,Positif,0.2825021332617588,0.5816013720094639
