penginapan_id,target_name,property_type,priority,target_latitude,target_longitude,search_query,result_title,categoryName,address,result_latitude,result_longitude,distance_km,name_similarity,totalScore,reviewsCount,url,website,placeId,cid,audit_status
LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,Homestay murah ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Ciwidey Homestay,Hotel,"Jl. Raya Ciwidey - Rancabali No.1, Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973, Indonesia",-7.1229365,107.4239929,0.952,0.421,4.6,182.0,https://www.google.com/maps/search/?api=1&query=Ciwidey%20Homestay&query_place_id=ChIJd1jgD-eMaC4RRCed0jlCIj8,https://www.traveloka.com/id-id/hotel/indonesia/ciwidey-homestay-9000000973424?spec=20-07-2022.21-07-2022.1.1.HOTEL.9000000973424.Ciwidey%20Homestay.2&prevSearchId=1738749949958453736&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxD3%2BLRpnMlLFA2%2BIqra%2FrOOmhLDdV0WLeT%2FFKfQ0QL8LH02Dvlx%2F8PjYogEE5yzx6g6yOKyKeIDf7jO3GM45O1ok5sYzsZdVhL8yLD1ILOp6Q%3D%3D%22%7D,ChIJd1jgD-eMaC4RRCed0jlCIj8,4549271389711705924,noisy_candidate
LODGE-00836,Syariah Maribaya Family Guest House,guest_house,P1_rating_reviews_missing,-6.8167,107.6273,Syariah Maribaya Family Guest House Lembang Kabupaten Bandung Barat Jawa Barat Indonesia,Syariah Maribaya Family Guest House,Rumah,"Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat, Indonesia",-6.81669,107.6272812,0.002,1.0,,,https://www.google.com/maps/search/?api=1&query=Syariah%20Maribaya%20Family%20Guest%20House&query_place_id=ChIJq21hfuPgaC4RHlkWSOQFhb4,https://br.bluepillow.com/search/67a20d10905c444f2d0272cb?dest=ago&cat=Vacation+rental+(other)&lat=-6.81669&lng=107.62728&language=pt,ChIJq21hfuPgaC4RHlkWSOQFhb4,13728385517128931614,no_rating_candidate
LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,Homestay murah ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Homestay murah ciwidey,Vila,"Patengan, Jalan Raya, Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973, Indonesia",-7.1196588,107.4322283,0.04,1.0,5.0,27.0,https://www.google.com/maps/search/?api=1&query=Homestay%20murah%20ciwidey&query_place_id=ChIJXcZOdbKNaC4R1MGy0cbKw1o,,ChIJXcZOdbKNaC4R1MGy0cbKw1o,6540294039142580692,safe_candidate
LODGE-01543,OYO 944 Doorman Residence,hotel,P1_rating_reviews_missing,-6.918,107.5996,OYO 944 Doorman Residence Bandung Jawa Barat Indonesia,OYO 944 Doorman Residence,Rumah,"Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.9179702,107.5995713,0.005,1.0,,,https://www.google.com/maps/search/?api=1&query=OYO%20944%20Doorman%20Residence&query_place_id=ChIJr8icNj3maC4RrVFDq3lmGCE,https://br.bluepillow.com/search/61828d159e3163a56a29a8ed?dest=ago&cat=Vacation+rental+(other)&lat=-6.91797&lng=107.59957&language=pt,ChIJr8icNj3maC4RrVFDq3lmGCE,2384768675443069357,no_rating_candidate
LODGE-00568,Homestay VV&V,guest_house,P1_rating_reviews_missing,-7.1353,107.4067,Homestay VV&V Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Homestay VV&V,Cottage,"Lebakmuncang, Kec. Ciwidey, Kabupaten Bandung, Jawa Barat, Indonesia",-7.1352754,107.406723,0.004,1.0,,,https://www.google.com/maps/search/?api=1&query=Homestay%20VV%26V&query_place_id=ChIJu3sP5oyMaC4RWdvtQoAJr2Y,https://www.booking.com/hotel/id/homestay-vv-amp-v.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-16078998&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-16078998_grp-2_gendate-20260531,ChIJu3sP5oyMaC4RWdvtQoAJr2Y,7399143159276362585,no_rating_candidate
LODGE-00631,Alma Strawberry ( Home stay ),guest_house,P1_rating_reviews_missing,-7.1323,107.4169,Alma Strawberry ( Home stay ) Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Alma Strawberry ( Home stay ),Vila,"Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat, Indonesia",-7.1323199,107.4169235,0.003,1.0,,,https://www.google.com/maps/search/?api=1&query=Alma%20Strawberry%20(%20Home%20stay%20)&query_place_id=ChIJa1LZ0fGMaC4RSV06t34TPv4,,ChIJa1LZ0fGMaC4RSV06t34TPv4,18320101769150618953,no_rating_candidate
LODGE-01575,Kost harian/penginapan peri,guest_house,P1_rating_reviews_missing,-6.9446,107.5953,Kost harian/penginapan peri Bandung Jawa Barat Indonesia,Kost harian/penginapan peri,Apartemen,"Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.9446301,107.595253,0.006,1.0,,,https://www.google.com/maps/search/?api=1&query=Kost%20harian%2Fpenginapan%20peri&query_place_id=ChIJw_F0fL7oaC4R2YZCwENmHoQ,,ChIJw_F0fL7oaC4R2YZCwENmHoQ,9520159103482234585,no_rating_candidate
LODGE-01621,OYO 94030 Ar Guest House Syariah,guest_house,P1_rating_reviews_missing,-7.0344,107.5457,OYO 94030 Ar Guest House Syariah Bandung Jawa Barat Indonesia,OYO 94030 Ar Guest House Syariah,Hotel,"Warung Lobak, Jl. Raya Banjaran No.23, Gandasari, Kec. Katapang, Kabupaten Bandung, Jawa Barat 40291, Indonesia",-7.017221,107.548667,1.938,1.0,2.3,16.0,https://www.google.com/maps/search/?api=1&query=OYO%2094030%20Ar%20Guest%20House%20Syariah&query_place_id=ChIJcff9kyHsaC4RDiG7xQrfGiQ,,ChIJcff9kyHsaC4RDiG7xQrfGiQ,2601636972119925006,safe_candidate
LODGE-00730,VV&V HomeStay,guest_house,P1_rating_reviews_missing,-7.131,107.4208,VV&V HomeStay Ciwidey Kabupaten Bandung Jawa Barat Indonesia,VV&V HomeStay,Cottage,"Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat, Indonesia",-7.1309962,107.4207916,0.001,1.0,,,https://www.google.com/maps/search/?api=1&query=VV%26V%20HomeStay&query_place_id=ChIJO3jGUOWMaC4RAAX08aBOb5g,https://www.booking.com/hotel/id/vv-amp-v-homestay.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14791791&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14791791_grp-3_gendate-20260531,ChIJO3jGUOWMaC4RAAX08aBOb5g,10984084469340964096,no_rating_candidate
LODGE-00810,RedDoorz near Situ Cileunca Pangalengan,hotel,P1_core_rating_price_missing,-7.1872,107.5555,RedDoorz near Situ Cileunca Pangalengan Pangalengan Kabupaten Bandung Jawa Barat Indonesia,RedDoorz Syariah @ Boemi Guesthouse Tasikmalaya,Hotel,"Jl. Paseh Gg. Gn. Ceuri No.1 No.86, RT.06/RW.08, Tuguraja, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46125, Indonesia",-7.3365079,108.2125952,74.357,0.456,4.4,229.0,https://www.google.com/maps/search/?api=1&query=RedDoorz%20Syariah%20%40%20Boemi%20Guesthouse%20Tasikmalaya&query_place_id=ChIJ-UonTRVXby4RBvCr8X0s6HY,https://www.reddoorz.com/id-id/hotel/indonesia/tasikmalaya/cihideung/reddoorz-syariah-boemi-guesthouse-tasikmalaya?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,ChIJ-UonTRVXby4RBvCr8X0s6HY,8568147210509479942,noisy_candidate
LODGE-00810,RedDoorz near Situ Cileunca Pangalengan,hotel,P1_core_rating_price_missing,-7.1872,107.5555,RedDoorz near Situ Cileunca Pangalengan Pangalengan Kabupaten Bandung Jawa Barat Indonesia,RedDoorz Premium @ Hotel Riyadi Syariah,Hotel,"M6VX+VH9, Margaluyu, Kec. Cikoneng, Kabupaten Ciamis, Jawa Barat 46268, Indonesia",-7.3053125,108.2489375,77.61,0.338,3.6,9.0,https://www.google.com/maps/search/?api=1&query=RedDoorz%20Premium%20%40%20Hotel%20Riyadi%20Syariah&query_place_id=ChIJkcMfd5pbby4RYMBnQhaspiE,https://www.reddoorz.com/id-id/hotel/indonesia/ciamis/cikoneng/cikoneng/reddoorz-premium-hotel-astera-by-riyadi?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,ChIJkcMfd5pbby4RYMBnQhaspiE,2424814660988944480,noisy_candidate
LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,Wildan Guesthouse Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,wildan house,Toko umum,"Gadobangkong, Kec. Ngamprah, Kabupaten Bandung Barat, Jawa Barat 40552, Indonesia",-6.870224,107.5244594,51.634,0.828,,,https://www.google.com/maps/search/?api=1&query=wildan%20house&query_place_id=ChIJnQsaZwDlaC4RvoMMQThtPUo,,ChIJnQsaZwDlaC4RvoMMQThtPUo,5349552020762952638,no_rating_candidate
LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,Ciwidey Homestay 4 Bedroom Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Ciwidey Homestay 4 Bedroom,Rumah,"Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat, Indonesia",-7.1327062,107.4214936,0.001,1.0,,,https://www.google.com/maps/search/?api=1&query=Ciwidey%20Homestay%204%20Bedroom&query_place_id=ChIJQaB2vvqMaC4RGBSL0elx0Ks,https://www.agoda.com/ciwidey-homestay_2/hotel/bandung-id.html,ChIJQaB2vvqMaC4RGBSL0elx0Ks,12380520624698364952,no_rating_candidate
LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,Ciwidey Homestay 4 Bedroom Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Ciwidey Homestay 4 Bedroom,Rumah,"Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat, Indonesia",-7.13304,107.4215928,0.039,1.0,,,https://www.google.com/maps/search/?api=1&query=Ciwidey%20Homestay%204%20Bedroom&query_place_id=ChIJ4SNClPqMaC4R592B0833xx8,https://br.bluepillow.com/search/61828bf09e3163a56a28b769?dest=ago&cat=Vacation+rental+(other)&lat=-7.13304&lng=107.42159&language=pt,ChIJ4SNClPqMaC4R592B0833xx8,2290071398930046439,no_rating_candidate
LODGE-00282,BUMI LOKA residence,hotel,P1_core_rating_price_missing,-6.8669,107.4576,BUMI LOKA residence Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Bumi Asi Residence,Pembangunan Perumahan,"5F4G+CQ7, Jl. Pasir Gede, Padalarang, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553, Indonesia",-6.8439579,107.4769167,3.325,0.865,4.5,48.0,https://www.google.com/maps/search/?api=1&query=Bumi%20Asi%20Residence&query_place_id=ChIJ28eq8Kz8aC4RvPR4XuApmGw,,ChIJ28eq8Kz8aC4RvPR4XuApmGw,7825050396190635196,noisy_candidate
LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,Ciwidey Homestay 4 Bedroom Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Homestay di Ciwidey,Rumah wisata,"Jl. Ciwidey-Patengan Km.08 Barutunggul, Alamendah, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973, Indonesia",-7.1346204,107.4171055,0.53,0.476,4.6,13.0,https://www.google.com/maps/search/?api=1&query=Homestay%20di%20Ciwidey&query_place_id=ChIJ4afiCR-NaC4R4fAUm3G6Pe4,https://www.tiktok.com/@homestayciwidey66?_r=1&_t=ZS-91RnlPcCpk4,ChIJ4afiCR-NaC4R4fAUm3G6Pe4,17167082351702110433,noisy_candidate
LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,Wildan Guesthouse Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Seragam Wildan Collection,Toko Pakaian,"Pasar Tagog Padalarang, Lantai 2 Blok A 58-59 Desa Kertamulya, Kecamatan Padalarang Kabupaten Bandung Barat, Kertamulya, Kec. Padalarang, Barat, Jawa Barat 40553, Indonesia",-6.8407523,107.4855976,46.981,0.476,5.0,4.0,https://www.google.com/maps/search/?api=1&query=Seragam%20Wildan%20Collection&query_place_id=ChIJSxKPbADjaC4Rk0G1mfqp0BM,,ChIJSxKPbADjaC4Rk0G1mfqp0BM,1427827975662158227,noisy_candidate
LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,Wildan Guesthouse Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Wildan Home Stay,Gedung Apartemen,"5G32+VCC, Kp Jl. Bantar Gedang, RT.03 RW09, Mekarsari, Kec. Ngamprah, Kabupaten Bandung Barat, Jawa Barat 40552, Indonesia",-6.8453009,107.5010172,48.724,0.606,,,https://www.google.com/maps/search/?api=1&query=Wildan%20Home%20Stay&query_place_id=ChIJ-zEFgbbjaC4RuCKoeNQPsyo,,ChIJ-zEFgbbjaC4RuCKoeNQPsyo,3076820375655948984,no_rating_candidate
LODGE-00427,Salsabilla Guest House Syariah by Oyo,guest_house,P1_core_rating_price_missing,-6.8871,107.5225,Salsabilla Guest House Syariah by Oyo Cimahi Jawa Barat Indonesia,Salsabilla Guest House Syariah by Oyo,Apartemen,"Cibeber, Kec. Cimahi Sel., Kota Cimahi, Jawa Barat, Indonesia",-6.887095,107.5224914,0.001,1.0,,,https://www.google.com/maps/search/?api=1&query=Salsabilla%20Guest%20House%20Syariah%20by%20Oyo&query_place_id=ChIJb1de7f7kaC4R3hj3oGJUOTg,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D22592803%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,ChIJb1de7f7kaC4R3hj3oGJUOTg,4051362122380548318,no_rating_candidate
LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,Wildan Guesthouse Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Wildan's Guest House,Penginapan,"Jl. Mangunkerta Gg. Aljihad No.24, Mangunkerta, Kec. Cugenang, Kabupaten Cianjur, Jawa Barat 43252, Indonesia",-6.8017989,107.0623147,0.047,0.919,4.6,47.0,https://www.google.com/maps/search/?api=1&query=Wildan's%20Guest%20House&query_place_id=ChIJ3Xk9cr5NaC4RZViK8wVynL8,,ChIJ3Xk9cr5NaC4RZViK8wVynL8,13807035927497431141,safe_candidate
LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,Homestay murah ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Puncak Darajat Highland,Hotel Resor,"QPHV+78J, Jl. Puncak Darajat Des No No.KM25, Karyamekar, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161, Indonesia",-7.2219445,107.7415951,36.016,0.311,4.4,658.0,https://www.google.com/maps/search/?api=1&query=Puncak%20Darajat%20Highland&query_place_id=ChIJZ5Ie2ou9aC4R5dn10MEVxM0,https://sites.google.com/view/puncakdarajathighland/beranda,ChIJZ5Ie2ou9aC4R5dn10MEVxM0,14826999795389159909,noisy_candidate
LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,Homestay murah ciwidey Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Bungalow Puncak Darajat Pass,Hotel Resor,"Jl. Puncak Darajat No.KM. 15, Karyamekar, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161, Indonesia",-7.2191466,107.7435431,36.123,0.24,4.6,302.0,https://www.google.com/maps/search/?api=1&query=Bungalow%20Puncak%20Darajat%20Pass&query_place_id=ChIJJ0YtCpu9aC4Rq9XQS8b5Ts8,,ChIJJ0YtCpu9aC4Rq9XQS8b5Ts8,14938151644105332139,noisy_candidate
LODGE-01575,Kost harian/penginapan peri,guest_house,P1_rating_reviews_missing,-6.9446,107.5953,Kost harian/penginapan peri Bandung Jawa Barat Indonesia,Losmen/penginapan Peri,Hotel,"3H4V+2XX, Unnamed Road, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40233, Indonesia",-6.9448879,107.5949778,0.048,0.776,4.1,81.0,https://www.google.com/maps/search/?api=1&query=Losmen%2Fpenginapan%20Peri&query_place_id=ChIJr4mwYr7oaC4Rd628GAqvmlk,,ChIJr4mwYr7oaC4Rd628GAqvmlk,6456665473688579447,needs_review_candidate
LODGE-00704,Mila's Homestay,guest_house,P1_core_rating_price_missing,-6.7979,107.1674,Mila's Homestay Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,West Castle Padalarang,Rumah wisata,"Jalan pasirembe, Ngamprah, Kec. Ngamprah, Kabupaten Bandung Barat, Jawa Barat 40552, Indonesia",-6.8320859,107.5171945,38.807,0.216,4.2,21.0,https://www.google.com/maps/search/?api=1&query=West%20Castle%20Padalarang&query_place_id=ChIJB9m_M_vjaC4RpMqHnBTDF5k,https://abnb.me/UmxXH08cNFb,ChIJB9m_M_vjaC4RpMqHnBTDF5k,11031500305560226468,noisy_candidate
LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,Ciwidey Homestay 4 Bedroom Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Kebun Mawar SITUHAPA Samarang,Hotel Resor,"Jl. Raya Kamojang No.KM. 5, Sukakarya, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161, Indonesia",-7.1938275,107.8109245,43.498,0.182,4.5,4510.0,https://www.google.com/maps/search/?api=1&query=Kebun%20Mawar%20SITUHAPA%20Samarang&query_place_id=ChIJbTmXpNG7aC4RuEkhWV25hpY,http://www.kebunmawar.com/,ChIJbTmXpNG7aC4RuEkhWV25hpY,10846560563146869176,noisy_candidate
LODGE-00015,Lavin Soka Homestay - Tent,guest_house,P1_core_rating_price_missing,-6.7204,107.3809,Lavin Soka Homestay - Tent Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Shinta Corner Ranch and Resort,Hotel Resor,"Raya Sukamenak No.21, Pangalengan, Kec. Pangalengan, Kabupaten Bandung, Jawa Barat 40378, Indonesia",-7.1870997,107.5814525,56.419,0.222,4.2,1131.0,https://www.google.com/maps/search/?api=1&query=Shinta%20Corner%20Ranch%20and%20Resort&query_place_id=ChIJJeMFH66WaC4RHPDj1Qs3iUo,https://www.instagram.com/shinta_corner/,ChIJJeMFH66WaC4RHPDj1Qs3iUo,5370884554588680220,noisy_candidate
LODGE-00015,Lavin Soka Homestay - Tent,guest_house,P1_core_rating_price_missing,-6.7204,107.3809,Lavin Soka Homestay - Tent Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Boemi Aki Kamsoer,Guest house,"Desa Margamukti, Kampung Rancamanyar RT 02 RW 08, Margamukti, Pangalengan, Bandung Regency, West Java 40378, Indonesia",-7.1879515,107.6006415,57.369,0.293,4.4,150.0,https://www.google.com/maps/search/?api=1&query=Boemi%20Aki%20Kamsoer&query_place_id=ChIJLfNKoJeWaC4RGXT6qHVpxBQ,,ChIJLfNKoJeWaC4RGXT6qHVpxBQ,1496436930260923417,noisy_candidate
LODGE-00591,Tiara Guest House,guest_house,P1_rating_reviews_missing,-6.7975,107.1724,Tiara Guest House Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Hotel Tiara Rex,Hotel,"Jl. Cimanuk No.311, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151, Indonesia",-7.2031626,107.8902643,91.169,0.438,4.0,404.0,https://www.google.com/maps/search/?api=1&query=Hotel%20Tiara%20Rex&query_place_id=ChIJY83Nu_awaC4RG4sz5h8eXDs,https://hoteltiararex.com/,ChIJY83Nu_awaC4RG4sz5h8eXDs,4277326868450085659,noisy_candidate
LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,Ciwidey Homestay 4 Bedroom Ciwidey Kabupaten Bandung Jawa Barat Indonesia,Villa sakaeiki,Hotel,"Sukagalih, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770, Indonesia",-6.6890268,106.9063964,75.279,0.1,4.6,83.0,https://www.google.com/maps/search/?api=1&query=Villa%20sakaeiki&query_place_id=ChIJp3fbqfzJaS4RC6ZomSeN3Go,https://www.agoda.com/sp/pDRYSCy1gCm,ChIJp3fbqfzJaS4RC6ZomSeN3Go,7700184664113718795,noisy_candidate
LODGE-00591,Tiara Guest House,guest_house,P1_rating_reviews_missing,-6.7975,107.1724,Tiara Guest House Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Tiara Guest House,Rumah,"Bojong, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat, Indonesia",-6.7975202,107.1724167,0.003,1.0,,,https://www.google.com/maps/search/?api=1&query=Tiara%20Guest%20House&query_place_id=ChIJ3acvgUBTaC4RZroiGXsA-pM,https://br.bluepillow.com/search/67a221ad905c444f2d035e29?dest=ago&cat=Vacation+rental+(other)&lat=-6.79752&lng=107.17242&language=pt,ChIJ3acvgUBTaC4RZroiGXsA-pM,10662835596455754342,no_rating_candidate
LODGE-00591,Tiara Guest House,guest_house,P1_rating_reviews_missing,-6.7975,107.1724,Tiara Guest House Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,KOST TIARA HOUSE 1 FASILITAS LENGKAP,Hotel,"Komp. Bumi Panyileukan No.G11-10, Cipadung Kidul, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",-6.944385,107.714981,62.086,0.415,4.3,28.0,https://www.google.com/maps/search/?api=1&query=KOST%20TIARA%20HOUSE%201%20FASILITAS%20LENGKAP&query_place_id=ChIJwe4Wr_LDaC4RX1gLVh4_MMs,,ChIJwe4Wr_LDaC4RX1gLVh4_MMs,14641271788106635359,noisy_candidate
LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,Wildan Guesthouse Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,Clamitan house,Vila,"Gland padalarang residence, blok c-6, Jayamekar, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553, Indonesia",-6.8494721,107.4727789,45.674,0.581,5.0,20.0,https://www.google.com/maps/search/?api=1&query=Clamitan%20house&query_place_id=ChIJ4y7jo3f9aC4RWaUet3cxCDQ,https://abnb.me/wDNWXjOlIHb,ChIJ4y7jo3f9aC4RWaUet3cxCDQ,3749301080029046105,noisy_candidate
LODGE-00430,OYO 90892 My Guest House Syariah,guest_house,P1_core_rating_price_missing,-6.9004,107.5225,OYO 90892 My Guest House Syariah Cimahi Jawa Barat Indonesia,OYO 1667 Edotel Smkn 1 Pacet,Hotel,"Hotel near Situs, 25 Jalan Hanjawar No.25, Jl. Gn. Kasur No.1,5 km, Cibodas, Pacet, Cianjur Regency, West Java 43253, Indonesia",-6.7222137,107.0656279,54.195,0.367,3.9,188.0,https://www.google.com/maps/search/?api=1&query=OYO%201667%20Edotel%20Smkn%201%20Pacet&query_place_id=ChIJ_XCDf0iyaS4RLYrEkZOImQM,https://www.oyorooms.com/ID/82264/,ChIJ_XCDf0iyaS4RLYrEkZOImQM,259388620937660973,noisy_candidate
LODGE-00491,Baraya Homestay,guest_house,P1_core_rating_price_missing,-7.1842,107.5617,Baraya Homestay Pangalengan Kabupaten Bandung Jawa Barat Indonesia,Baraya Travel Depok,Layanan Transportasi,"Kec, Jl. Ir. H. Juanda No.24, RT.003/RW.024, Bakti Jaya, Sukmajaya, Depok City, West Java 16418, Indonesia",-6.3809333,106.8569026,118.465,0.471,4.2,223.0,https://www.google.com/maps/search/?api=1&query=Baraya%20Travel%20Depok&query_place_id=ChIJldGC52_raS4R7KnPCjxrGzc,https://wa.me/62895321855261,ChIJldGC52_raS4R7KnPCjxrGzc,3970885402080815596,noisy_candidate
LODGE-00491,Baraya Homestay,guest_house,P1_core_rating_price_missing,-7.1842,107.5617,Baraya Homestay Pangalengan Kabupaten Bandung Jawa Barat Indonesia,Baraya Travel Bogor,Biro Perjalanan dan Wisata,"Ruko Warung Jambu Jl. Raya Pajajaran No.6, RT.002 RW05/RW.05, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153, Indonesia",-6.5697241,106.8084954,107.621,0.471,4.9,8.0,https://www.google.com/maps/search/?api=1&query=Baraya%20Travel%20Bogor&query_place_id=ChIJeXkuPfPFaS4RQOO6HRoPbbE,https://www.baraya-travel.com/,ChIJeXkuPfPFaS4RQOO6HRoPbbE,12784891522017059648,noisy_candidate
LODGE-00430,OYO 90892 My Guest House Syariah,guest_house,P1_core_rating_price_missing,-6.9004,107.5225,OYO 90892 My Guest House Syariah Cimahi Jawa Barat Indonesia,Vafa Guesthouse,Hotel,"Sukahurip, Jl. Tungturunan No.10-11, Hegarmanah, Kec. Sukaluyu, Kabupaten Cianjur, Jawa Barat 43284, Indonesia",-6.8099674,107.2391384,32.86,0.468,4.6,101.0,https://www.google.com/maps/search/?api=1&query=Vafa%20Guesthouse&query_place_id=ChIJ6We-x3NVaC4R1WhSiMW4vxE,,ChIJ6We-x3NVaC4R1WhSiMW4vxE,1278943977731680469,noisy_candidate
LODGE-00282,BUMI LOKA residence,hotel,P1_core_rating_price_missing,-6.8669,107.4576,BUMI LOKA residence Padalarang Kabupaten Bandung Barat Jawa Barat Indonesia,"Lokapraba 28, BUMI LOKA",Guest house,"Tatar Lokacitra, jl lokapraba 28 Jl. Parahyangan Raya, Bojonghaleuang, Kec. Batujajar, Kabupaten Bandung Barat, Jawa Barat 40561, Indonesia",-6.8669019,107.457547,0.006,0.439,5.0,3.0,https://www.google.com/maps/search/?api=1&query=Lokapraba%2028%2C%20BUMI%20LOKA&query_place_id=ChIJg_KcKgD7aC4Rzr9naBk9fZA,,ChIJg_KcKgD7aC4Rzr9naBk9fZA,10411545092885561294,noisy_candidate
LODGE-00430,OYO 90892 My Guest House Syariah,guest_house,P1_core_rating_price_missing,-6.9004,107.5225,OYO 90892 My Guest House Syariah Cimahi Jawa Barat Indonesia,OYO Flagship 766 Prima Orchard,Hotel,"Prima Orchard Trade Mall, Jl. Raya Perjuangan No.1, RT.001/RW.002, Harapan Baru, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17123, Indonesia",-6.2201416,107.015342,94.129,0.323,3.8,369.0,https://www.google.com/maps/search/?api=1&query=OYO%20Flagship%20766%20Prima%20Orchard&query_place_id=ChIJdQvec6WPaS4RVcv_DbxVls4,https://www.oyorooms.com/h/54950?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_JKT144&latitude=-6.22014&longitude=107.0153&locale=id,ChIJdQvec6WPaS4RVcv_DbxVls4,14886179884496833365,noisy_candidate
