review_target_id,penginapan_id,parent_penginapan_id,name_target,title,reviewId,stars,cleaned_text_for_sentiment,hotel_sentiment_prediction,hotel_review_sentiment_score,hotel_review_sentiment_confidence,proba_negatif,proba_netral,proba_positif
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT2tKRFEzcFJkM2wzVjJOclNFZFVlVUZWT1hwSE9VRRAB,1.0,"kamar nya bobrok lemari nya lapuk kaya mau roboh, tv nya jadul ga bisa yt, netflix, atau apk lain nya, wifi tidak ada jaringan, parkir super mahal untuk sebuah motor kurang dari 1 hari, di apart lain motor maximal bayar cuma 10k, ini cuma 10 jam parkir Rp.22.000 udah segitu aja sih",Negatif,-0.9499560113095304,0.9633301372969381,0.9633301372969381,0.02329573671565442,0.013374125987407585
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT25CaWFuSnJXbUV4UkdNdFJGbE1WV3AyUkU4MGQwRRAB,1.0,"Berasa lagi di film horor serem banget, pengap. Baru kali ini tidur di hotel tapi ga ada rasa nyaman yg ada malah waswas. Seprei kotor seperti tidak dicuci, kasur agak amblas kedalam. Cukup sekali aja kesini gamau lagi.",Negatif,-0.9076461039283173,0.9165264355847128,0.9165264355847128,0.0745932327588917,0.008880331656395492
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT20xWFYxWmZPVWhNWDJsNGVUTm5iVXBNY0VGTFdXYxAB,5.0,Minus sendal hotel aja :),Positif,0.7564365618298247,0.8345051265772668,0.0780685647474422,0.08742630867529082,0.8345051265772668
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT2xwb2JGUkZUM0V3U2pjemIyUlFiazVsTVRaSk9FRRAB,1.0,"Pesen melalui aplikasi traveloka tgl 1 mei 2026. Pas sampai di lokasi diinfo sama FO nya kamar full ada kesalahan sistem. Akhirnya ga bisa masuk, dijanjikan akan direfund maks 2 hari oleh pihak apartel, tp sampai tgl 5 Mei 2026 tdk ada kabar. Adh di WA ga ada respon sama sekali, padahal mereka yg menjanjikan refund. Berkas refund pun sdh dikirim.",Negatif,-0.8951697779149969,0.932244194419866,0.932244194419866,0.030681389075265138,0.03707441650486905
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT201aWNEUk5Uazg1YkdGWmNqUnJhVEpHU21aaVlsRRAB,1.0,"PENGINAPAN YANG JIJIK, KUMUH, HOROR ,Pelayanan buruk.. Bertelell tele , Mainin harga, banyak dramaa . Harusnya cek in jam 14:00 malah jam 16:30 baru dikasih kunci. Stress Jangan mau ksni lagi bikin orang kapok",Negatif,-0.9568473377701339,0.9594030177720942,0.9594030177720942,0.03804130222594544,0.002555680001960382
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT21KMlozaEthVk5NU0hWeGIxSnBiM2xIZDFOS01HYxAB,1.0,Harga Parkir motor 12 jam 32rb 😂,Positif,0.5351223354818375,0.692595530363336,0.15747319488149847,0.1499312747551655,0.692595530363336
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT2pWSlprMUNSalJ5VkdGR1owSkVkV00zYUhwaE4yYxAB,5.0,So far oke,Positif,0.9213956789977649,0.9242375949405107,0.0028419159427458614,0.07292048911674319,0.9242375949405107
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT2taMFJFbFRjMFEwZUhsSFRVSTNaMEYzYVhwaGFrRRAB,1.0,"sangat tidak worth it .menginap untuk 4 malam di sini .saat datang ,kamarr bau pesing ,bgtu juga dengan kamar mandi nya .dinding nya sangat kotor .bahkan amenity pun tidak di sediakan .handuk minta ke receptionist,katanya malem jam 6/7 dianter ke kamar .smpe besok nya pun tidak ada handuk ,dan harus minta lagi ke receptionist .sprei apakah tidak di cuci dengan rinso? bau nya nya tetap apek .",Negatif,-0.9578017240564745,0.9600360850864577,0.9600360850864577,0.03772955388355937,0.0022343610299831616
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT2pkR2IzY3pSM2w0UVhCdk5XWlhTSEpuVVdsUFUxRRAB,1.0,Parkir motor 70ribu sehari ngaco 😀,Positif,0.11648819186781467,0.507855247604995,0.39136705573718034,0.1007776966578246,0.507855247604995
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT205M1NscFNaRzEzZFVaZmQybGllbDk0UlZKaVJYYxAB,1.0,"Pelayanan disini amat sangat lama, memgecewakan 👎🏻👎🏻",Positif,0.2654987868779487,0.5789270503835905,0.3134282635056418,0.10764468611076772,0.5789270503835905
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT2tOR1QxcFphV1ZCV1U1a1ZIaExRak5rU214bVUzYxAB,1.0,Staff semua ramah tapi kamarnya ga banget mending cari apart yang lain aja deh 👎,Negatif,-0.8769164184436113,0.9306611790126667,0.9306611790126667,0.015594060418278034,0.053744760569055285
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT25ocGNVdEVVME52VVhWdVRIWXdSM2wwTFRCMVgxRRAB,1.0,"Bayar parkir mahal bangeettt Gada batas maksimal, 7 jam uda abis 15 ribu Bayangin aja klo minep distu knpa brpa puluh ribu",Negatif,-0.8940080298981862,0.9249220282628435,0.9249220282628435,0.0441639733724992,0.030913998364657365
PHREV-20260605-0126,LODGE-00861,LODGE-00861,Apartemen Emerald Tower,Apartemen Emerald Tower,Ci9DQUlRQUNvZENodHljRjlvT25OTGRsWkNOUzFETkhsVWNTMHlXV05CWTFOSVJuYxAB,2.0,"Pertama & terakhir menginap disini, kapok! Seperti apartement tua terbengkalai.Kamarnya jorok banget, pengap bau apek, spreinya spt ga diganti, sy book utk tgl 14-15 feb Krn ada undangan nikahan anak teman ,liat review di bbrp link travel lumayan bgs review-nya, ternyata zonk. Diatas kamar ada sawang laba2, kasur tidurnya & bantalnya tipis banget, gatel2 badan, tlg dong lebih diperhatikan lagi kebersihan kamarnya.",Negatif,-0.6435584483611886,0.6999277456678095,0.6999277456678095,0.24370295702556985,0.05636929730662087
