review_target_id,hotel_id,name,property_segment,latitude,longitude,overall_rating,reviews_existing,review_confidence_label,rating_available,price_available,amenities_available,image_available,data_quality_score,review_scrape_priority,google_maps_search_query,google_maps_search_url,source_dataset
HREV-0043,HOTEL-171,The Edge by Lia - One-Bedroom Apartment,apartment,-6.8975101,107.5366364,,,missing_review_confidence,False,True,True,True,0.66,P0_missing_rating_review,"The Edge by Lia - One-Bedroom Apartment -6.897510052,107.5366364",https://www.google.com/maps/search/?api=1&query=The%20Edge%20by%20Lia%20-%20One-Bedroom%20Apartment%20-6.897510052%2C107.5366364,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0044,HOTEL-130,The Edge By Orin - Apartment,apartment,-6.8986702,107.5370026,,,missing_review_confidence,False,True,True,True,0.66,P0_missing_rating_review,"The Edge By Orin - Apartment -6.898670197,107.5370026",https://www.google.com/maps/search/?api=1&query=The%20Edge%20By%20Orin%20-%20Apartment%20-6.898670197%2C107.5370026,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0045,HOTEL-153,Well Appointed 2BR Gateway Pasteur Apt By Travelio,apartment,-6.8893089,107.5663528,,,missing_review_confidence,False,True,True,True,0.6,P0_missing_rating_review,"Well Appointed 2BR Gateway Pasteur Apt By Travelio -6.889308929,107.5663528",https://www.google.com/maps/search/?api=1&query=Well%20Appointed%202BR%20Gateway%20Pasteur%20Apt%20By%20Travelio%20-6.889308929%2C107.5663528,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0046,HOTEL-135,OYO 94325 Cibogo Guesthouse,guest_house,-6.8895188,107.5797228,,,missing_review_confidence,False,False,False,True,0.32,P0_missing_rating_review,"OYO 94325 Cibogo Guesthouse -6.8895188,107.5797228",https://www.google.com/maps/search/?api=1&query=OYO%2094325%20Cibogo%20Guesthouse%20-6.8895188%2C107.5797228,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0047,HOTEL-103,Bumi Sarehat,hotel,-6.8460088,107.5450635,,,missing_review_confidence,False,False,False,True,0.26,P0_missing_rating_review,"Bumi Sarehat -6.8460088,107.5450635",https://www.google.com/maps/search/?api=1&query=Bumi%20Sarehat%20-6.8460088%2C107.5450635,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0048,HOTEL-137,EXPRESS O 91033 Efoproperti,hotel,-6.8891606,107.5662568,,,missing_review_confidence,False,False,False,True,0.32,P0_missing_rating_review,"EXPRESS O 91033 Efoproperti -6.8891606,107.5662568",https://www.google.com/maps/search/?api=1&query=EXPRESS%20O%2091033%20Efoproperti%20-6.8891606%2C107.5662568,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0049,HOTEL-019,OYO 2088 Grha Blue Sky Syariah - Standard Double Room,room_level_listing,-6.8843002,107.5780792,,,missing_review_confidence,False,True,True,True,0.6,P0_missing_rating_review,"OYO 2088 Grha Blue Sky Syariah - Standard Double Room -6.884300232,107.5780792",https://www.google.com/maps/search/?api=1&query=OYO%202088%20Grha%20Blue%20Sky%20Syariah%20-%20Standard%20Double%20Room%20-6.884300232%2C107.5780792,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0050,HOTEL-038,Sans Stay Skyland Pasteur Bandung - Deluxe Double Room,room_level_listing,-6.8828502,107.5794296,,,missing_review_confidence,False,True,True,True,0.66,P0_missing_rating_review,"Sans Stay Skyland Pasteur Bandung - Deluxe Double Room -6.88285017,107.5794296",https://www.google.com/maps/search/?api=1&query=Sans%20Stay%20Skyland%20Pasteur%20Bandung%20-%20Deluxe%20Double%20Room%20-6.88285017%2C107.5794296,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0051,HOTEL-181,Pasteur House,vacation_rental,-6.8910294,107.5734711,,,missing_review_confidence,False,True,True,True,0.66,P0_missing_rating_review,"Pasteur House -6.891029358,107.5734711",https://www.google.com/maps/search/?api=1&query=Pasteur%20House%20-6.891029358%2C107.5734711,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0052,HOTEL-174,Villa Murah-Unik-Bersih di Lembang Cimahi Bandung,villa,-6.9011798,107.5151596,,,missing_review_confidence,False,True,True,True,0.6,P0_missing_rating_review,"Villa Murah-Unik-Bersih di Lembang Cimahi Bandung -6.90117979,107.5151596",https://www.google.com/maps/search/?api=1&query=Villa%20Murah-Unik-Bersih%20di%20Lembang%20Cimahi%20Bandung%20-6.90117979%2C107.5151596,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0053,HOTEL-052,Wakeqi Villa,villa,-6.8712092,107.5417894,,,missing_review_confidence,False,False,False,True,0.26,P0_missing_rating_review,"Wakeqi Villa -6.8712092,107.5417894",https://www.google.com/maps/search/?api=1&query=Wakeqi%20Villa%20-6.8712092%2C107.5417894,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0054,HOTEL-162,2 BR and Sofabed Max 5 Guest Pasteur Gateaway,apartment,-6.8901434,107.56604,5,1,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"2 BR and Sofabed Max 5 Guest Pasteur Gateaway -6.890143394,107.56604",https://www.google.com/maps/search/?api=1&query=2%20BR%20and%20Sofabed%20Max%205%20Guest%20Pasteur%20Gateaway%20-6.890143394%2C107.56604,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0055,HOTEL-179,Apartemen Gateway Pasteur,apartment,-6.8897204,107.5660095,4.45,7,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"Apartemen Gateway Pasteur -6.88972044,107.5660095",https://www.google.com/maps/search/?api=1&query=Apartemen%20Gateway%20Pasteur%20-6.88972044%2C107.5660095,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0056,HOTEL-010,Awana Dream Gateway Pasteur,apartment,-6.8918604,107.56504,5,7,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Awana Dream Gateway Pasteur -6.8918604,107.56504",https://www.google.com/maps/search/?api=1&query=Awana%20Dream%20Gateway%20Pasteur%20-6.8918604%2C107.56504,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0057,HOTEL-094,Collection O 1453 The Edge Apartment Cimahi By Kamarku,apartment,-6.8976519,107.5370738,2,4,low_review_confidence,True,False,True,True,0.68,P1_low_review_confidence,"Collection O 1453 The Edge Apartment Cimahi By Kamarku -6.8976519,107.5370738",https://www.google.com/maps/search/?api=1&query=Collection%20O%201453%20The%20Edge%20Apartment%20Cimahi%20By%20Kamarku%20-6.8976519%2C107.5370738,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0058,HOTEL-170,Daymentroom Apartemen R711 2 BR Pasteur Bandung,apartment,-6.8902006,107.5656357,3.5,4,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"Daymentroom Apartemen R711 2 BR Pasteur Bandung -6.890200615,107.5656357",https://www.google.com/maps/search/?api=1&query=Daymentroom%20Apartemen%20R711%202%20BR%20Pasteur%20Bandung%20-6.890200615%2C107.5656357,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0059,HOTEL-173,Daymentroom Apartemen R711 2 BR Pasteur Bandung - Two-Bedroom Apartment,apartment,-6.8902001,107.5656281,4.5,3,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"Daymentroom Apartemen R711 2 BR Pasteur Bandung - Two-Bedroom Apartment -6.890200138,107.5656281",https://www.google.com/maps/search/?api=1&query=Daymentroom%20Apartemen%20R711%202%20BR%20Pasteur%20Bandung%20-%20Two-Bedroom%20Apartment%20-6.890200138%2C107.5656281,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0060,HOTEL-062,Great Escape Apartment Baros,apartment,-6.8974859,107.5373958,4.8,4,low_review_confidence,True,True,False,True,0.58,P1_low_review_confidence,"Great Escape Apartment Baros -6.8974859,107.5373958",https://www.google.com/maps/search/?api=1&query=Great%20Escape%20Apartment%20Baros%20-6.8974859%2C107.5373958,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0061,HOTEL-147,High Livin Apartment Baros - One-Bedroom Apartment,apartment,-6.8977098,107.5373306,2.5,2,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"High Livin Apartment Baros - One-Bedroom Apartment -6.897709846,107.5373306",https://www.google.com/maps/search/?api=1&query=High%20Livin%20Apartment%20Baros%20-%20One-Bedroom%20Apartment%20-6.897709846%2C107.5373306,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0062,HOTEL-155,High Livin Apartment Pasteur - Two-Bedroom Apartment,apartment,-6.8901701,107.5657883,2.65,3,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"High Livin Apartment Pasteur - Two-Bedroom Apartment -6.890170097,107.5657883",https://www.google.com/maps/search/?api=1&query=High%20Livin%20Apartment%20Pasteur%20-%20Two-Bedroom%20Apartment%20-6.890170097%2C107.5657883,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0063,HOTEL-058,Mountain View at The Edge,apartment,-6.8974223,107.5370865,3.5,2,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"Mountain View at The Edge -6.897422314,107.5370865",https://www.google.com/maps/search/?api=1&query=Mountain%20View%20at%20The%20Edge%20-6.897422314%2C107.5370865,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0064,HOTEL-024,OYO Life 92774 The Edge Apartment By My Home,apartment,-6.8840567,107.5413244,5,2,low_review_confidence,True,False,False,True,0.5,P1_low_review_confidence,"OYO Life 92774 The Edge Apartment By My Home -6.8840567,107.5413244",https://www.google.com/maps/search/?api=1&query=OYO%20Life%2092774%20The%20Edge%20Apartment%20By%20My%20Home%20-6.8840567%2C107.5413244,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0065,HOTEL-142,OYO Life 93097 Apartemen Gateway Pasteur,apartment,-6.8898608,107.5663423,2,4,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"OYO Life 93097 Apartemen Gateway Pasteur -6.8898608,107.5663423",https://www.google.com/maps/search/?api=1&query=OYO%20Life%2093097%20Apartemen%20Gateway%20Pasteur%20-6.8898608%2C107.5663423,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0066,HOTEL-157,R30 Apartemen Gateway Pasteur 2BR Daymentroom - Two-Bedroom Apartment,apartment,-6.8903298,107.5656509,4.45,8,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"R30 Apartemen Gateway Pasteur 2BR Daymentroom - Two-Bedroom Apartment -6.890329838,107.5656509",https://www.google.com/maps/search/?api=1&query=R30%20Apartemen%20Gateway%20Pasteur%202BR%20Daymentroom%20-%20Two-Bedroom%20Apartment%20-6.890329838%2C107.5656509,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0067,HOTEL-072,Redliving Apartement gateway Pasteur-TN Hospitality Tower Topaz C Bs 01,apartment,-6.8904796,107.5661623,4.7,20,low_review_confidence,True,True,True,True,0.84,P1_low_review_confidence,"Redliving Apartement gateway Pasteur-TN Hospitality Tower Topaz C Bs 01 -6.8904796,107.5661623",https://www.google.com/maps/search/?api=1&query=Redliving%20Apartement%20gateway%20Pasteur-TN%20Hospitality%20Tower%20Topaz%20C%20Bs%2001%20-6.8904796%2C107.5661623,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0068,HOTEL-056,The Edge By Orin,apartment,-6.897546,107.5372759,4.2,11,low_review_confidence,True,False,True,True,0.7,P1_low_review_confidence,"The Edge By Orin -6.897546,107.5372759",https://www.google.com/maps/search/?api=1&query=The%20Edge%20By%20Orin%20-6.897546%2C107.5372759,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0069,HOTEL-105,ALONICA guesthouse,guest_house,-6.8569713,107.5745009,3,2,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"ALONICA guesthouse -6.8569713,107.5745009",https://www.google.com/maps/search/?api=1&query=ALONICA%20guesthouse%20-6.8569713%2C107.5745009,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0070,HOTEL-036,Bali Puspa Guest House,guest_house,-6.8823214,107.5686666,5,8,low_review_confidence,True,True,False,True,0.58,P1_low_review_confidence,"Bali Puspa Guest House -6.8823214,107.5686666",https://www.google.com/maps/search/?api=1&query=Bali%20Puspa%20Guest%20House%20-6.8823214%2C107.5686666,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0071,HOTEL-068,Guest House TERAS WARUGA SYARIAH,guest_house,-6.8614987,107.5765378,4.8,5,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Guest House TERAS WARUGA SYARIAH -6.8614987,107.5765378",https://www.google.com/maps/search/?api=1&query=Guest%20House%20TERAS%20WARUGA%20SYARIAH%20-6.8614987%2C107.5765378,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0072,HOTEL-122,Homestay,guest_house,-6.8560156,107.5669553,5,1,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Homestay -6.8560156,107.5669553",https://www.google.com/maps/search/?api=1&query=Homestay%20-6.8560156%2C107.5669553,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0073,HOTEL-141,Javaretro kost 31,guest_house,-6.8887677,107.5800253,4,5,low_review_confidence,True,False,False,True,0.48,P1_low_review_confidence,"Javaretro kost 31 -6.8887677,107.5800253",https://www.google.com/maps/search/?api=1&query=Javaretro%20kost%2031%20-6.8887677%2C107.5800253,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0074,HOTEL-086,Kost Griya Mas BCI A 39 A,guest_house,-6.8648641,107.526176,4.6,8,low_review_confidence,True,True,False,True,0.58,P1_low_review_confidence,"Kost Griya Mas BCI A 39 A -6.8648641,107.526176",https://www.google.com/maps/search/?api=1&query=Kost%20Griya%20Mas%20BCI%20A%2039%20A%20-6.8648641%2C107.526176,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0075,HOTEL-138,Light Home Kost,guest_house,-6.8892346,107.5798251,4.5,28,low_review_confidence,True,False,True,True,0.58,P1_low_review_confidence,"Light Home Kost -6.8892346,107.5798251",https://www.google.com/maps/search/?api=1&query=Light%20Home%20Kost%20-6.8892346%2C107.5798251,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0076,HOTEL-119,OYO 2442 Windrisari Homestay,guest_house,-6.8588681,107.5777343,4,5,low_review_confidence,True,False,False,True,0.5,P1_low_review_confidence,"OYO 2442 Windrisari Homestay -6.8588681,107.5777343",https://www.google.com/maps/search/?api=1&query=OYO%202442%20Windrisari%20Homestay%20-6.8588681%2C107.5777343,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0077,HOTEL-144,OYO 90815 Guest House Putri Sariwangi Syariah,guest_house,-6.861946,107.5763083,3,1,low_review_confidence,True,False,False,True,0.5,P1_low_review_confidence,"OYO 90815 Guest House Putri Sariwangi Syariah -6.861946,107.5763083",https://www.google.com/maps/search/?api=1&query=OYO%2090815%20Guest%20House%20Putri%20Sariwangi%20Syariah%20-6.861946%2C107.5763083,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0078,HOTEL-143,OYO 94118 Homestayque Syariah,guest_house,-6.8723355,107.5332578,2.2,10,low_review_confidence,True,False,False,True,0.5,P1_low_review_confidence,"OYO 94118 Homestayque Syariah -6.8723355,107.5332578",https://www.google.com/maps/search/?api=1&query=OYO%2094118%20Homestayque%20Syariah%20-6.8723355%2C107.5332578,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0079,HOTEL-048,Regina's Home Guesthouse,guest_house,-6.8864523,107.5699031,5,5,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Regina's Home Guesthouse -6.8864523,107.5699031",https://www.google.com/maps/search/?api=1&query=Regina%27s%20Home%20Guesthouse%20-6.8864523%2C107.5699031,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0080,HOTEL-079,1BR Grand Sofia Moslem Family,hotel,-6.8704521,107.5786926,1,1,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"1BR Grand Sofia Moslem Family -6.8704521,107.5786926",https://www.google.com/maps/search/?api=1&query=1BR%20Grand%20Sofia%20Moslem%20Family%20-6.8704521%2C107.5786926,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0081,HOTEL-081,Airy Pasteur Cassa 2 Bandung,hotel,-6.889622,107.5782089,5,2,low_review_confidence,True,False,True,True,0.68,P1_low_review_confidence,"Airy Pasteur Cassa 2 Bandung -6.889622,107.5782089",https://www.google.com/maps/search/?api=1&query=Airy%20Pasteur%20Cassa%202%20Bandung%20-6.889622%2C107.5782089,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0082,HOTEL-118,Ayre House-A House for Nice Family @Bandung,hotel,-6.8633468,107.5778586,5,3,low_review_confidence,True,False,True,True,0.7,P1_low_review_confidence,"Ayre House-A House for Nice Family @Bandung -6.8633468,107.5778586",https://www.google.com/maps/search/?api=1&query=Ayre%20House-A%20House%20for%20Nice%20Family%20%40Bandung%20-6.8633468%2C107.5778586,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0083,HOTEL-082,Bobo inn Baros,hotel,-6.8986029,107.5368741,4,1,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Bobo inn Baros -6.8986029,107.5368741",https://www.google.com/maps/search/?api=1&query=Bobo%20inn%20Baros%20-6.8986029%2C107.5368741,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0084,HOTEL-093,Collection O By Boboin Baros Near Stasiun Cimahi,hotel,-6.8974705,107.5369262,4,2,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Collection O By Boboin Baros Near Stasiun Cimahi -6.8974705,107.5369262",https://www.google.com/maps/search/?api=1&query=Collection%20O%20By%20Boboin%20Baros%20Near%20Stasiun%20Cimahi%20-6.8974705%2C107.5369262,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0085,HOTEL-053,hotel tirtasari,hotel,-6.8753955,107.5749747,4,2,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"hotel tirtasari -6.8753955,107.5749747",https://www.google.com/maps/search/?api=1&query=hotel%20tirtasari%20-6.8753955%2C107.5749747,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0086,HOTEL-040,JK House Bandung,hotel,-6.8604893,107.5701401,4.7,23,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"JK House Bandung -6.8604893,107.5701401",https://www.google.com/maps/search/?api=1&query=JK%20House%20Bandung%20-6.8604893%2C107.5701401,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0087,HOTEL-029,Mega raya,hotel,-6.8937041,107.5701445,5,2,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Mega raya -6.8937041,107.5701445",https://www.google.com/maps/search/?api=1&query=Mega%20raya%20-6.8937041%2C107.5701445,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0088,HOTEL-139,Nida Rooms Sukajadi Bandung Railway Cass,hotel,-6.8897002,107.5783523,3,1,low_review_confidence,True,False,True,True,0.58,P1_low_review_confidence,"Nida Rooms Sukajadi Bandung Railway Cass -6.8897002,107.5783523",https://www.google.com/maps/search/?api=1&query=Nida%20Rooms%20Sukajadi%20Bandung%20Railway%20Cass%20-6.8897002%2C107.5783523,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0089,HOTEL-085,Oyo,hotel,-6.8982107,107.561465,2.3,3,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Oyo -6.8982107,107.561465",https://www.google.com/maps/search/?api=1&query=Oyo%20-6.8982107%2C107.561465,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0090,HOTEL-113,OYO 1577 Onic Residence,hotel,-6.8837299,107.5772402,4.2,9,low_review_confidence,True,False,True,True,0.78,P1_low_review_confidence,"OYO 1577 Onic Residence -6.8837299,107.5772402",https://www.google.com/maps/search/?api=1&query=OYO%201577%20Onic%20Residence%20-6.8837299%2C107.5772402,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0091,HOTEL-126,OYO 2609 Black Dots,hotel,-6.8769886,107.566889,4.3,21,low_review_confidence,True,False,True,True,0.72,P1_low_review_confidence,"OYO 2609 Black Dots -6.8769886,107.566889",https://www.google.com/maps/search/?api=1&query=OYO%202609%20Black%20Dots%20-6.8769886%2C107.566889,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0092,HOTEL-115,OYO 3898 Sultan Premiere Ayuni Residence,hotel,-6.881313,107.5788895,4.4,8,low_review_confidence,True,False,True,True,0.68,P1_low_review_confidence,"OYO 3898 Sultan Premiere Ayuni Residence -6.881313,107.5788895",https://www.google.com/maps/search/?api=1&query=OYO%203898%20Sultan%20Premiere%20Ayuni%20Residence%20-6.881313%2C107.5788895,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0093,HOTEL-134,OYO Life 92127 Skyland Pasteur,hotel,-6.8907953,107.5680606,2.1,8,low_review_confidence,True,False,False,True,0.5,P1_low_review_confidence,"OYO Life 92127 Skyland Pasteur -6.8907953,107.5680606",https://www.google.com/maps/search/?api=1&query=OYO%20Life%2092127%20Skyland%20Pasteur%20-6.8907953%2C107.5680606,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0094,HOTEL-127,Pasteur Beautiful Luxurious House,hotel,-6.8918368,107.5734011,4.8,4,low_review_confidence,True,True,False,True,0.58,P1_low_review_confidence,"Pasteur Beautiful Luxurious House -6.8918368,107.5734011",https://www.google.com/maps/search/?api=1&query=Pasteur%20Beautiful%20Luxurious%20House%20-6.8918368%2C107.5734011,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0095,HOTEL-067,RedDoorz Plus near Exit Toll Pasteur 2,hotel,-6.8873261,107.5798858,4.8,13,low_review_confidence,True,False,True,True,0.7,P1_low_review_confidence,"RedDoorz Plus near Exit Toll Pasteur 2 -6.8873261,107.5798858",https://www.google.com/maps/search/?api=1&query=RedDoorz%20Plus%20near%20Exit%20Toll%20Pasteur%202%20-6.8873261%2C107.5798858,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0096,HOTEL-043,Sentra Duta,hotel,-6.8794165,107.5714681,5,3,low_review_confidence,True,False,False,True,0.44,P1_low_review_confidence,"Sentra Duta -6.8794165,107.5714681",https://www.google.com/maps/search/?api=1&query=Sentra%20Duta%20-6.8794165%2C107.5714681,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
HREV-0097,HOTEL-128,SPOT ON 91832 Pondok Aqueduct,hotel,-6.8730462,107.5327281,2.4,18,low_review_confidence,True,False,False,True,0.5,P1_low_review_confidence,"SPOT ON 91832 Pondok Aqueduct -6.8730462,107.5327281",https://www.google.com/maps/search/?api=1&query=SPOT%20ON%2091832%20Pondok%20Aqueduct%20-6.8730462%2C107.5327281,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\HOTEL_CANONICAL_CIMAHI_2026-05-29.csv
