batch_no,json_file,penginapan_id,name,property_type_final_after_p3,completion_priority_data_focus,latitude,longitude,current_price_lowest,current_overall_rating,current_reviews,q,max_pages,vacation_rentals,note
17,017_LODGE-00143_ads-house-padalarang-guesthouse-aesthetic.json,LODGE-00143,ADS House Padalarang - Guesthouse Aesthetic,guest_house,P1_rating_reviews_missing,-6.8495,107.4725,589091.0,,,"ADS House Padalarang - Guesthouse Aesthetic, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
18,018_LODGE-00568_homestay-vv-v.json,LODGE-00568,Homestay VV&V,guest_house,P1_rating_reviews_missing,-7.1353,107.4067,360000.0,,,"Homestay VV&V, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
19,019_LODGE-00569_homestay-murah-ciwidey.json,LODGE-00569,Homestay murah ciwidey,guest_house,P1_rating_reviews_missing,-7.1195,107.4319,1678502.0,,,"Homestay murah ciwidey, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
20,020_LODGE-00836_syariah-maribaya-family-guest-house.json,LODGE-00836,Syariah Maribaya Family Guest House,guest_house,P1_rating_reviews_missing,-6.8167,107.6273,271744.0,,,"Syariah Maribaya Family Guest House, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
21,021_LODGE-00591_tiara-guest-house.json,LODGE-00591,Tiara Guest House,guest_house,P1_rating_reviews_missing,-6.7975,107.1724,235090.0,,,"Tiara Guest House, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
22,022_LODGE-00010_wildan-guesthouse.json,LODGE-00010,Wildan Guesthouse,guest_house,P1_rating_reviews_missing,-6.8017,107.0619,1379101.0,,,"Wildan Guesthouse, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
23,023_LODGE-00631_alma-strawberry-home-stay.json,LODGE-00631,Alma Strawberry ( Home stay ),guest_house,P1_rating_reviews_missing,-7.1323,107.4169,732067.0,,,"Alma Strawberry ( Home stay ), Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
24,024_LODGE-01575_kost-harian-penginapan-peri.json,LODGE-01575,Kost harian/penginapan peri,guest_house,P1_rating_reviews_missing,-6.9446,107.5953,142648.0,,,"Kost harian/penginapan peri, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
25,025_LODGE-00684_ciwidey-homestay-4-bedroom.json,LODGE-00684,Ciwidey Homestay 4 Bedroom,guest_house,P1_rating_reviews_missing,-7.1327,107.4215,2019017.0,,,"Ciwidey Homestay 4 Bedroom, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
26,026_LODGE-00730_vv-v-homestay.json,LODGE-00730,VV&V HomeStay,guest_house,P1_rating_reviews_missing,-7.131,107.4208,900000.0,,,"VV&V HomeStay, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
27,027_LODGE-01621_oyo-94030-ar-guest-house-syariah.json,LODGE-01621,OYO 94030 Ar Guest House Syariah,guest_house,P1_rating_reviews_missing,-7.0344,107.5457,165525.0,,,"OYO 94030 Ar Guest House Syariah, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
28,028_LODGE-00104_collection-o-818-micasa-residence.json,LODGE-00104,Collection O 818 Micasa Residence,hotel,P1_price_missing,-6.889249,107.5793864,,3.5,751.0,"Collection O 818 Micasa Residence, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
29,029_LODGE-01354_fox-harris-hotel-city-center.json,LODGE-01354,FOX HARRIS Hotel City Center,hotel,P1_price_missing,-6.9145,107.6129,,4.4,4323.0,"FOX HARRIS Hotel City Center, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
30,030_LODGE-01369_idea-s-hotel.json,LODGE-01369,Idea's Hotel,hotel,P1_price_missing,-6.9423,107.6417,,4.2,1886.0,"Idea's Hotel, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
31,031_LODGE-01390_poin-phila-hotel.json,LODGE-01390,Poin Phila Hotel,hotel,P1_price_missing,-6.9061,107.6047,,4.4,567.0,"Poin Phila Hotel, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
32,032_LODGE-01366_hotel-bandung-permai.json,LODGE-01366,Hotel Bandung Permai,hotel,P1_price_missing,-6.914,107.6339,,3.6,555.0,"Hotel Bandung Permai, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
