batch_no,json_file,penginapan_id,name,property_type_final_after_p3,completion_priority_data_focus,latitude,longitude,current_price_lowest,current_overall_rating,current_reviews,q,max_pages,vacation_rentals,note
49,049_LODGE-01472_reddoorz-natuna.json,LODGE-01472,RedDoorz @ Natuna,hotel,P1_price_missing,-6.9173,107.6174,,4.6,15.0,"RedDoorz @ Natuna, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
50,050_LODGE-00198_reddoorz-plus-near-politeknik-negeri-bandung.json,LODGE-00198,RedDoorz Plus near Politeknik Negeri Bandung,hotel,P1_price_missing,-6.8759316,107.5743878,,4.5,132.0,"RedDoorz Plus near Politeknik Negeri Bandung, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
51,051_LODGE-00197_oyo-2728-sinulingga-residence.json,LODGE-00197,OYO 2728 Sinulingga Residence,hotel,P1_price_missing,-6.8881399,107.5778059,,3.2,56.0,"OYO 2728 Sinulingga Residence, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
52,052_LODGE-00196_oyo-1577-onic-residence.json,LODGE-00196,OYO 1577 Onic Residence,hotel,P1_price_missing,-6.8837299,107.5772402,,4.2,9.0,"OYO 1577 Onic Residence, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
53,053_LODGE-01532_d-sovia-hotel-bandung.json,LODGE-01532,D'Sovia Hotel Bandung,hotel,P1_price_missing,-6.9172,107.598,,4.2,1229.0,"D'Sovia Hotel Bandung, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
54,054_LODGE-00200_geowisata-inn.json,LODGE-00200,Geowisata Inn,hotel,P1_price_missing,-6.9175,107.5786,,4.4,976.0,"Geowisata Inn, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
55,055_LODGE-01537_hotel-flores-gallery.json,LODGE-01537,Hotel Flores Gallery,hotel,P1_price_missing,-6.9081,107.618,,4.1,574.0,"Hotel Flores Gallery, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
56,056_LODGE-01541_kampioen-bed-and-breakfast.json,LODGE-01541,Kampioen Bed and Breakfast,hotel,P1_price_missing,-6.9043,107.6017,,4.3,525.0,"Kampioen Bed and Breakfast, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
57,057_LODGE-01519_ardellia-hotel.json,LODGE-01519,Ardellia Hotel,hotel,P1_price_missing,-6.925,107.6189,,4.2,466.0,"Ardellia Hotel, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
58,058_LODGE-01558_wisma-dharma-bakti.json,LODGE-01558,Wisma Dharma Bakti,hotel,P1_price_missing,-6.9153,107.6172,,4.4,428.0,"Wisma Dharma Bakti, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
59,059_LODGE-01534_emia-hotel.json,LODGE-01534,Emia Hotel,hotel,P1_price_missing,-6.9241,107.6249,,3.9,403.0,"Emia Hotel, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
60,060_LODGE-01521_bantal-guling-asia-afrika.json,LODGE-01521,Bantal Guling Asia Afrika,hotel,P1_price_missing,-6.926,107.6056,,3.9,307.0,"Bantal Guling Asia Afrika, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
61,061_LODGE-01520_arsallya-hotel.json,LODGE-01520,Arsallya Hotel,hotel,P1_price_missing,-6.9279,107.6212,,4.1,285.0,"Arsallya Hotel, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
62,062_LODGE-01515_airy-gasibu-aria-jipang-6-bandung.json,LODGE-01515,Airy Gasibu Aria Jipang 6 Bandung,hotel,P1_price_missing,-6.9001,107.6159,,4.4,163.0,"Airy Gasibu Aria Jipang 6 Bandung, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
63,063_LODGE-01542_naraya-house.json,LODGE-01542,Naraya house,hotel,P1_price_missing,-6.9315,107.6193,,4.1,160.0,"Naraya house, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
64,064_LODGE-01547_reddoorz-plus-near-bip.json,LODGE-01547,RedDoorz Plus Near BIP,hotel,P1_price_missing,-6.9077,107.613,,4.6,133.0,"RedDoorz Plus Near BIP, Jawa Barat, Indonesia",3,False,Targeted exact-name Google Hotels scrape; validate by name and coordinate before apply.
