review_target_id,penginapan_id,name,property_type,review_scrape_priority,review_confidence_label,google_maps_search_query,google_maps_search_url
PHREV-20260605-0756,LODGE-01567,Guest House Panyawangan,guest_house,medium_review_confidence,medium_review_confidence,"Guest House Panyawangan -6.9312,107.6244",https://www.google.com/maps/search/?api=1&query=Guest%20House%20Panyawangan%20-6.9312%2C107.6244
PHREV-20260605-0572,LODGE-01597,Guest House Pasundan,guest_house,low_review_confidence,low_review_confidence,"Guest House Pasundan -6.9247,107.6087",https://www.google.com/maps/search/?api=1&query=Guest%20House%20Pasundan%20-6.9247%2C107.6087
PHREV-20260605-0731,LODGE-01568,Guest House Rumah Tawa 2,guest_house,medium_review_confidence,medium_review_confidence,"Guest House Rumah Tawa 2 -6.9304,107.6219",https://www.google.com/maps/search/?api=1&query=Guest%20House%20Rumah%20Tawa%202%20-6.9304%2C107.6219
PHREV-20260605-0878,LODGE-01363,Guest House Rumah Tawa Syariah 1,guest_house,medium_review_confidence,medium_review_confidence,"Guest House Rumah Tawa Syariah 1 -6.9297,107.6224",https://www.google.com/maps/search/?api=1&query=Guest%20House%20Rumah%20Tawa%20Syariah%201%20-6.9297%2C107.6224
PHREV-20260605-0512,LODGE-00535,Guest House Shakilla 2 Rancagoong Syariah,guest_house,low_review_confidence,low_review_confidence,"Guest House Shakilla 2 Rancagoong Syariah -6.8449,107.1039",https://www.google.com/maps/search/?api=1&query=Guest%20House%20Shakilla%202%20Rancagoong%20Syariah%20-6.8449%2C107.1039
PHREV-20260605-0541,LODGE-00437,Guest House TERAS WARUGA SYARIAH,guest_house,low_review_confidence,low_review_confidence,"Guest House TERAS WARUGA SYARIAH -6.8614987,107.5765378",https://www.google.com/maps/search/?api=1&query=Guest%20House%20TERAS%20WARUGA%20SYARIAH%20-6.8614987%2C107.5765378
PHREV-20260605-0022,LODGE-00438,Hen's Guest House,guest_house,high_review_confidence,high_review_confidence,"Hen's Guest House -6.8822678,107.5316067",https://www.google.com/maps/search/?api=1&query=Hen%27s%20Guest%20House%20-6.8822678%2C107.5316067
PHREV-20260605-0364,LODGE-00439,Homestay,guest_house,low_review_confidence,low_review_confidence,"Homestay -6.8560156,107.5669553",https://www.google.com/maps/search/?api=1&query=Homestay%20-6.8560156%2C107.5669553
PHREV-20260605-0129,LODGE-00037,Homestay Budihouse,guest_house,high_review_confidence,high_review_confidence,"Homestay Budihouse -6.8908,107.5589",https://www.google.com/maps/search/?api=1&query=Homestay%20Budihouse%20-6.8908%2C107.5589
PHREV-20260605-1114,LODGE-00492,Homestay Bumina EENK Bandung Pangalengan,guest_house,missing_rating_or_review,missing_review_confidence,"Homestay Bumina EENK Bandung Pangalengan -7.2329,107.5215",https://www.google.com/maps/search/?api=1&query=Homestay%20Bumina%20EENK%20Bandung%20Pangalengan%20-7.2329%2C107.5215
PHREV-20260605-1116,LODGE-00568,Homestay VV&V,guest_house,missing_rating_or_review,missing_review_confidence,"Homestay VV&V -7.1353,107.4067",https://www.google.com/maps/search/?api=1&query=Homestay%20VV%26V%20-7.1353%2C107.4067
PHREV-20260605-1117,LODGE-00569,Homestay murah ciwidey,guest_house,missing_rating_or_review,missing_review_confidence,"Homestay murah ciwidey -7.1195,107.4319",https://www.google.com/maps/search/?api=1&query=Homestay%20murah%20ciwidey%20-7.1195%2C107.4319
PHREV-20260605-1118,LODGE-00697,Homestay murah ciwidey,guest_house,missing_rating_or_review,missing_review_confidence,"Homestay murah ciwidey -7.1196,107.4322",https://www.google.com/maps/search/?api=1&query=Homestay%20murah%20ciwidey%20-7.1196%2C107.4322
PHREV-20260605-0059,LODGE-01133,Hotel Doorman Guest House,guest_house,high_review_confidence,high_review_confidence,"Hotel Doorman Guest House -6.9175,107.5997",https://www.google.com/maps/search/?api=1&query=Hotel%20Doorman%20Guest%20House%20-6.9175%2C107.5997
PHREV-20260605-0063,LODGE-01134,Hotel O Cihampelas Near Ciwalk Formerly D'River Guest House,guest_house,high_review_confidence,high_review_confidence,"Hotel O Cihampelas Near Ciwalk Formerly D'River Guest House -6.8862,107.6043",https://www.google.com/maps/search/?api=1&query=Hotel%20O%20Cihampelas%20Near%20Ciwalk%20Formerly%20D%27River%20Guest%20House%20-6.8862%2C107.6043
PHREV-20260605-0806,LODGE-01540,Hotel Sepuluh Candrawulan @ Guest House,guest_house,medium_review_confidence,medium_review_confidence,"Hotel Sepuluh Candrawulan @ Guest House -6.9446,107.6346",https://www.google.com/maps/search/?api=1&query=Hotel%20Sepuluh%20Candrawulan%20%40%20Guest%20House%20-6.9446%2C107.6346
PHREV-20260605-0175,LODGE-01135,Hotel Triple Seven Bed & Breakfast,guest_house,high_review_confidence,high_review_confidence,"Hotel Triple Seven Bed & Breakfast -6.9047,107.5924",https://www.google.com/maps/search/?api=1&query=Hotel%20Triple%20Seven%20Bed%20%26%20Breakfast%20-6.9047%2C107.5924
PHREV-20260605-0846,LODGE-01371,Jaksa Guest House Bandung,guest_house,medium_review_confidence,medium_review_confidence,"Jaksa Guest House Bandung -6.9306,107.6041",https://www.google.com/maps/search/?api=1&query=Jaksa%20Guest%20House%20Bandung%20-6.9306%2C107.6041
PHREV-20260605-0543,LODGE-01646,Javaretro kost 31,guest_house,low_review_confidence,low_review_confidence,"Javaretro kost 31 -6.8887677,107.5800253",https://www.google.com/maps/search/?api=1&query=Javaretro%20kost%2031%20-6.8887677%2C107.5800253
PHREV-20260605-0170,LODGE-00819,Jayagiri Guesthouse,guest_house,high_review_confidence,high_review_confidence,"Jayagiri Guesthouse -6.8073,107.6196",https://www.google.com/maps/search/?api=1&query=Jayagiri%20Guesthouse%20-6.8073%2C107.6196
PHREV-20260605-0368,LODGE-00699,Kartika Guest House Cianjur,guest_house,low_review_confidence,low_review_confidence,"Kartika Guest House Cianjur -6.8285,107.1307",https://www.google.com/maps/search/?api=1&query=Kartika%20Guest%20House%20Cianjur%20-6.8285%2C107.1307
PHREV-20260605-0560,LODGE-01632,Kost Flores,guest_house,low_review_confidence,low_review_confidence,"Kost Flores -6.9082,107.618",https://www.google.com/maps/search/?api=1&query=Kost%20Flores%20-6.9082%2C107.618
PHREV-20260605-0799,LODGE-00442,Kost Gerlong Hilir,guest_house,medium_review_confidence,medium_review_confidence,"Kost Gerlong Hilir -6.8676139,107.5795974",https://www.google.com/maps/search/?api=1&query=Kost%20Gerlong%20Hilir%20-6.8676139%2C107.5795974
PHREV-20260605-0605,LODGE-00396,Kost Griya Mas BCI A 39 A,guest_house,low_review_confidence,low_review_confidence,"Kost Griya Mas BCI A 39 A -6.8648641,107.526176",https://www.google.com/maps/search/?api=1&query=Kost%20Griya%20Mas%20BCI%20A%2039%20A%20-6.8648641%2C107.526176
PHREV-20260605-0519,LODGE-01633,Kost Sakgan48,guest_house,low_review_confidence,low_review_confidence,"Kost Sakgan48 -6.9262,107.61",https://www.google.com/maps/search/?api=1&query=Kost%20Sakgan48%20-6.9262%2C107.61
PHREV-20260605-1147,LODGE-01575,Kost harian/penginapan peri,guest_house,missing_rating_or_review,missing_review_confidence,"Kost harian/penginapan peri -6.9446,107.5953",https://www.google.com/maps/search/?api=1&query=Kost%20harian/penginapan%20peri%20-6.9446%2C107.5953
PHREV-20260605-0909,LODGE-00361,Kostel Syariah @House,guest_house,medium_review_confidence,medium_review_confidence,"Kostel Syariah @House -6.8833958,107.5503171",https://www.google.com/maps/search/?api=1&query=Kostel%20Syariah%20%40House%20-6.8833958%2C107.5503171
PHREV-20260605-0130,LODGE-00081,LN9 Bandung Guest House,guest_house,high_review_confidence,high_review_confidence,"LN9 Bandung Guest House -6.8823948,107.5793923",https://www.google.com/maps/search/?api=1&query=LN9%20Bandung%20Guest%20House%20-6.8823948%2C107.5793923
PHREV-20260605-1154,LODGE-00015,Lavin Soka Homestay - Tent,guest_house,missing_rating_or_review,missing_review_confidence,"Lavin Soka Homestay - Tent -6.7204,107.3809",https://www.google.com/maps/search/?api=1&query=Lavin%20Soka%20Homestay%20-%20Tent%20-6.7204%2C107.3809
PHREV-20260605-0718,LODGE-00397,Light Home Kost,guest_house,low_review_confidence,low_review_confidence,"Light Home Kost -6.8892346,107.5798251",https://www.google.com/maps/search/?api=1&query=Light%20Home%20Kost%20-6.8892346%2C107.5798251
PHREV-20260605-0041,LODGE-00114,Micasa Guest House Bandung,guest_house,high_review_confidence,high_review_confidence,"Micasa Guest House Bandung -6.8892,107.5795",https://www.google.com/maps/search/?api=1&query=Micasa%20Guest%20House%20Bandung%20-6.8892%2C107.5795
PHREV-20260605-1176,LODGE-00704,Mila's Homestay,guest_house,missing_rating_or_review,missing_review_confidence,"Mila's Homestay -6.7979,107.1674",https://www.google.com/maps/search/?api=1&query=Mila%27s%20Homestay%20-6.7979%2C107.1674
PHREV-20260605-0145,LODGE-00961,Mogens Guest House,guest_house,high_review_confidence,high_review_confidence,"Mogens Guest House -6.912,107.6063",https://www.google.com/maps/search/?api=1&query=Mogens%20Guest%20House%20-6.912%2C107.6063
PHREV-20260605-0577,LODGE-01634,My Family Guest House,guest_house,low_review_confidence,low_review_confidence,"My Family Guest House -6.9021,107.6133",https://www.google.com/maps/search/?api=1&query=My%20Family%20Guest%20House%20-6.9021%2C107.6133
PHREV-20260605-0714,LODGE-00095,Nabila Syar'i Guest House,guest_house,low_review_confidence,low_review_confidence,"Nabila Syar'i Guest House -6.8566,107.5164",https://www.google.com/maps/search/?api=1&query=Nabila%20Syar%27i%20Guest%20House%20-6.8566%2C107.5164
PHREV-20260605-0840,LODGE-00369,Nabila Syar'i Guest House,guest_house,medium_review_confidence,medium_review_confidence,"Nabila Syar'i Guest House -6.8654,107.5183",https://www.google.com/maps/search/?api=1&query=Nabila%20Syar%27i%20Guest%20House%20-6.8654%2C107.5183
PHREV-20260605-0841,LODGE-00096,Nabila Syar'i Guest House,guest_house,medium_review_confidence,medium_review_confidence,"Nabila Syar'i Guest House -6.8654494,107.5182602",https://www.google.com/maps/search/?api=1&query=Nabila%20Syar%27i%20Guest%20House%20-6.8654494%2C107.5182602
PHREV-20260605-0024,LODGE-01383,Nice Guest House,guest_house,high_review_confidence,high_review_confidence,"Nice Guest House -6.8722,107.5987",https://www.google.com/maps/search/?api=1&query=Nice%20Guest%20House%20-6.8722%2C107.5987
PHREV-20260605-0030,LODGE-01384,OBC Guest House Bandung,guest_house,high_review_confidence,high_review_confidence,"OBC Guest House Bandung -6.8742,107.6075",https://www.google.com/maps/search/?api=1&query=OBC%20Guest%20House%20Bandung%20-6.8742%2C107.6075
