review_target_id,penginapan_id,name,property_type,review_scrape_priority,review_confidence_label,google_maps_search_query,google_maps_search_url
PHREV-20260605-0822,LODGE-01067,Urbanview Hotel Nakasya Burangrang,hotel,medium_review_confidence,medium_review_confidence,"Urbanview Hotel Nakasya Burangrang -6.9299,107.6179",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Nakasya%20Burangrang%20-6.9299%2C107.6179
PHREV-20260605-0241,LODGE-01200,Urbanview Hotel Newton Riau Bandung,hotel,high_review_confidence,high_review_confidence,"Urbanview Hotel Newton Riau Bandung -6.9148,107.6299",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Newton%20Riau%20Bandung%20-6.9148%2C107.6299
PHREV-20260605-0057,LODGE-01068,Urbanview Hotel One Family Maribaya,hotel,high_review_confidence,high_review_confidence,"Urbanview Hotel One Family Maribaya -6.8214,107.6355",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20One%20Family%20Maribaya%20-6.8214%2C107.6355
PHREV-20260605-0070,LODGE-01069,Urbanview Hotel Pondok Kurnia Cijagra Bandung,hotel,high_review_confidence,high_review_confidence,"Urbanview Hotel Pondok Kurnia Cijagra Bandung -6.9452,107.6267",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Pondok%20Kurnia%20Cijagra%20Bandung%20-6.9452%2C107.6267
PHREV-20260605-0553,LODGE-01070,Urbanview Hotel Utari,hotel,low_review_confidence,low_review_confidence,"Urbanview Hotel Utari -6.9008,107.6126",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Utari%20-6.9008%2C107.6126
PHREV-20260605-0621,LODGE-01201,Urbanview Hotel Vara Stay @ Soekarno Hatta Bandung by RedDoorz,hotel,low_review_confidence,low_review_confidence,"Urbanview Hotel Vara Stay @ Soekarno Hatta Bandung by RedDoorz -6.9479,107.6018",https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Vara%20Stay%20%40%20Soekarno%20Hatta%20Bandung%20by%20RedDoorz%20-6.9479%2C107.6018
PHREV-20260605-0754,LODGE-01071,Urbanview MJ House Syariah Bandung,hotel,medium_review_confidence,medium_review_confidence,"Urbanview MJ House Syariah Bandung -6.9417,107.6638",https://www.google.com/maps/search/?api=1&query=Urbanview%20MJ%20House%20Syariah%20Bandung%20-6.9417%2C107.6638
PHREV-20260605-0903,LODGE-01072,Urbanview Maribaya Lembang Bandung,hotel,medium_review_confidence,medium_review_confidence,"Urbanview Maribaya Lembang Bandung -6.825,107.6378",https://www.google.com/maps/search/?api=1&query=Urbanview%20Maribaya%20Lembang%20Bandung%20-6.825%2C107.6378
PHREV-20260605-0314,LODGE-01073,V Hotel & Residence,hotel,high_review_confidence,high_review_confidence,"V Hotel & Residence -6.8819,107.5847",https://www.google.com/maps/search/?api=1&query=V%20Hotel%20%26%20Residence%20-6.8819%2C107.5847
PHREV-20260605-0207,LODGE-01074,VIO Hotel Westhoff,hotel,high_review_confidence,high_review_confidence,"VIO Hotel Westhoff -6.9009,107.598",https://www.google.com/maps/search/?api=1&query=VIO%20Hotel%20Westhoff%20-6.9009%2C107.598
PHREV-20260605-0252,LODGE-00053,Valore Hotel Cimahi,hotel,high_review_confidence,high_review_confidence,"Valore Hotel Cimahi -6.8977855,107.5370591",https://www.google.com/maps/search/?api=1&query=Valore%20Hotel%20Cimahi%20-6.8977855%2C107.5370591
PHREV-20260605-0253,LODGE-00384,Valore Hotel Cimahi,hotel,high_review_confidence,high_review_confidence,"Valore Hotel Cimahi -6.8978,107.5371",https://www.google.com/maps/search/?api=1&query=Valore%20Hotel%20Cimahi%20-6.8978%2C107.5371
PHREV-20260605-0220,LODGE-01075,Vasaka Maison Bandung,hotel,high_review_confidence,high_review_confidence,"Vasaka Maison Bandung -6.9207,107.6071",https://www.google.com/maps/search/?api=1&query=Vasaka%20Maison%20Bandung%20-6.9207%2C107.6071
PHREV-20260605-0202,LODGE-01076,Verona Palace Hotel,hotel,high_review_confidence,high_review_confidence,"Verona Palace Hotel -6.8892,107.5822",https://www.google.com/maps/search/?api=1&query=Verona%20Palace%20Hotel%20-6.8892%2C107.5822
PHREV-20260605-0089,LODGE-01077,Vi Hotel Bandung,hotel,high_review_confidence,high_review_confidence,"Vi Hotel Bandung -6.9304,107.6265",https://www.google.com/maps/search/?api=1&query=Vi%20Hotel%20Bandung%20-6.9304%2C107.6265
PHREV-20260605-0234,LODGE-01079,Vio Hotel Cihampelas,hotel,high_review_confidence,high_review_confidence,"Vio Hotel Cihampelas -6.8985,107.6044",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Cihampelas%20-6.8985%2C107.6044
PHREV-20260605-0283,LODGE-01080,Vio Hotel Pasteur,hotel,high_review_confidence,high_review_confidence,"Vio Hotel Pasteur -6.8921,107.5822",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Pasteur%20-6.8921%2C107.5822
PHREV-20260605-0224,LODGE-01205,Vio Hotel Surapati,hotel,high_review_confidence,high_review_confidence,"Vio Hotel Surapati -6.899,107.6197",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Surapati%20-6.899%2C107.6197
PHREV-20260605-0219,LODGE-01081,Vio Hotel Veteran,hotel,high_review_confidence,high_review_confidence,"Vio Hotel Veteran -6.9193,107.6149",https://www.google.com/maps/search/?api=1&query=Vio%20Hotel%20Veteran%20-6.9193%2C107.6149
PHREV-20260605-0277,LODGE-01082,"Vue Palace, ARTOTEL Curated",hotel,high_review_confidence,high_review_confidence,"Vue Palace, ARTOTEL Curated -6.913,107.6051",https://www.google.com/maps/search/?api=1&query=Vue%20Palace%2C%20ARTOTEL%20Curated%20-6.913%2C107.6051
PHREV-20260605-0793,LODGE-01206,WHITE HOUSE B & B BANDUNG,hotel,medium_review_confidence,medium_review_confidence,"WHITE HOUSE B & B BANDUNG -6.8638,107.6348",https://www.google.com/maps/search/?api=1&query=WHITE%20HOUSE%20B%20%26%20B%20BANDUNG%20-6.8638%2C107.6348
PHREV-20260605-0820,LODGE-00454,WISMA KOMANDO2,hotel,medium_review_confidence,medium_review_confidence,"WISMA KOMANDO2 -6.8738017,107.5612968",https://www.google.com/maps/search/?api=1&query=WISMA%20KOMANDO2%20-6.8738017%2C107.5612968
PHREV-20260605-0293,LODGE-00132,West Point Hotel Bandung,hotel,high_review_confidence,high_review_confidence,"West Point Hotel Bandung -6.9125,107.5781",https://www.google.com/maps/search/?api=1&query=West%20Point%20Hotel%20Bandung%20-6.9125%2C107.5781
