review_target_id,penginapan_id,name,property_type,review_scrape_priority,review_confidence_label,google_maps_search_query,google_maps_search_url
PHREV-20260605-0288,LODGE-00955,Malaka Hotel,hotel,high_review_confidence,high_review_confidence,"Malaka Hotel -6.9273,107.623",https://www.google.com/maps/search/?api=1&query=Malaka%20Hotel%20-6.9273%2C107.623
PHREV-20260605-0757,LODGE-00956,Manta Living Bandung RedPartner,hotel,medium_review_confidence,medium_review_confidence,"Manta Living Bandung RedPartner -6.864,107.5878",https://www.google.com/maps/search/?api=1&query=Manta%20Living%20Bandung%20RedPartner%20-6.864%2C107.5878
PHREV-20260605-0152,LODGE-00957,Marciella Hotel,hotel,high_review_confidence,high_review_confidence,"Marciella Hotel -6.8813,107.5956",https://www.google.com/maps/search/?api=1&query=Marciella%20Hotel%20-6.8813%2C107.5956
PHREV-20260605-0335,LODGE-00366,Mason Pine Hotel,hotel,high_review_confidence,high_review_confidence,"Mason Pine Hotel -6.8639,107.4801",https://www.google.com/maps/search/?api=1&query=Mason%20Pine%20Hotel%20-6.8639%2C107.4801
PHREV-20260605-0453,LODGE-00443,Mega raya,hotel,low_review_confidence,low_review_confidence,"Mega raya -6.8937041,107.5701445",https://www.google.com/maps/search/?api=1&query=Mega%20raya%20-6.8937041%2C107.5701445
PHREV-20260605-0281,LODGE-00958,Meize City Center Hotel Bandung,hotel,high_review_confidence,high_review_confidence,"Meize City Center Hotel Bandung -6.9148,107.6178",https://www.google.com/maps/search/?api=1&query=Meize%20City%20Center%20Hotel%20Bandung%20-6.9148%2C107.6178
PHREV-20260605-0319,LODGE-00959,Mercure Bandung City Centre,hotel,high_review_confidence,high_review_confidence,"Mercure Bandung City Centre -6.9238,107.6114",https://www.google.com/maps/search/?api=1&query=Mercure%20Bandung%20City%20Centre%20-6.9238%2C107.6114
PHREV-20260605-0142,LODGE-00960,Mine Home Hotel by sovia,hotel,high_review_confidence,high_review_confidence,"Mine Home Hotel by sovia -6.9119,107.6022",https://www.google.com/maps/search/?api=1&query=Mine%20Home%20Hotel%20by%20sovia%20-6.9119%2C107.6022
PHREV-20260605-0825,LODGE-01465,Mr A Hotel,hotel,medium_review_confidence,medium_review_confidence,"Mr A Hotel -6.896,107.6159",https://www.google.com/maps/search/?api=1&query=Mr%20A%20Hotel%20-6.896%2C107.6159
PHREV-20260605-0650,LODGE-01577,My Hotel,hotel,low_review_confidence,low_review_confidence,"My Hotel -6.9022,107.6132",https://www.google.com/maps/search/?api=1&query=My%20Hotel%20-6.9022%2C107.6132
PHREV-20260605-0067,LODGE-01289,Mypodroom,hotel,high_review_confidence,high_review_confidence,"Mypodroom -6.9229,107.6093",https://www.google.com/maps/search/?api=1&query=Mypodroom%20-6.9229%2C107.6093
PHREV-20260605-0203,LODGE-01619,Namin Hotel - Bandung,hotel,high_review_confidence,high_review_confidence,"Namin Hotel - Bandung -6.89498,107.61446",https://www.google.com/maps/search/?api=1&query=Namin%20Hotel%20-%20Bandung%20-6.89498%2C107.61446
PHREV-20260605-0891,LODGE-01542,Naraya house,hotel,medium_review_confidence,medium_review_confidence,"Naraya house -6.9315,107.6193",https://www.google.com/maps/search/?api=1&query=Naraya%20house%20-6.9315%2C107.6193
PHREV-20260605-0240,LODGE-00043,Natural Hill Cisarua,hotel,high_review_confidence,high_review_confidence,"Natural Hill Cisarua -6.8111,107.5704",https://www.google.com/maps/search/?api=1&query=Natural%20Hill%20Cisarua%20-6.8111%2C107.5704
