"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Aktivitas di sekitar","reviewContext/Area untuk berjalan kaki","reviewContext/Detail penting","reviewContext/Grup perjalanan","reviewContext/Jenis perjalanan","reviewContext/Kamar","reviewContext/Keamanan","reviewContext/Makanan & minuman","reviewContext/Sorotan hotel","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","false","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Owner Kost","Cikeruh, Kecamatan Jatinangor","id","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"16 jam lalu","2026-06-05T12:20:18.145Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25aS05reGFNVVV6WjNOMVEweE9hakZvVUhCV1IzYxAB",,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aS05reGFNVVV6WjNOMVEweE9hakZvVUhCV1IzYxAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOnZKNkxaMUUzZ3N1Q0xOajFoUHBWR3c%7C%7C?hl=id","111501963851655176255","0","https://lh3.googleusercontent.com/a-/ALV-UjX9lmliyXY0xb5OhBYmVPTAcRPzucREMzTEO5QhRF2fbFa-7ps=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111501963851655176255?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","4","Jawa Barat","Jl. Raya Jatinangor No.150","false","Pinewood Apartment Jatinangor Hub. 𝘞𝘢 (𝑷𝒆𝒎𝒊𝒍𝒊𝒌) 𝐎ꖉ𝟤ℨ-ЧƼℨ𝟤-Ƽ𝟤Ƽ𝐎
Jika mau sewa kost atau pesan kamar, terima-kasih.🙏",,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","true","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Doel Maksum","Cikeruh, Kecamatan Jatinangor","id","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"3 minggu lalu","2026-05-10T06:29:13.166Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xWcWFrSllaMk55WldKMmNUSkViWE5QUlhSdlJtYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Jm-2NmFZpF1mMkY8ku72od6Doq9bOr-J7yxjcCwnxsnLl80_80SYl19FSxGR9Q30IngLCmQ6kdEwVoy-7c-tIR9ITNxu12UKZLUnYsn17enmeMIOj7da4ZlhpHg0WHfhxWLjxzdcd45g=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2QYBYko4TrbA2IHP5cBh619yWfumC3fA8CjDXl_OLmF1-CaIika9kI2c2pMEJk9vQSc539YMF1229xK8K_kovSGVhBx_-8AUuxfAWTxdOD0qQ3Ck9YjLctcWKPVa0IlsQx65VbLbzBaW8C=k-no",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWcWFrSllaMk55WldKMmNUSkViWE5QUlhSdlJtYxAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOlVqakJYZ2NyZWJ2cTJEbXNPRXRvRmc%7C%7C?hl=id","105993767754823058697","598","https://lh3.googleusercontent.com/a-/ALV-UjVMgJSnMtRZv9JafCTTsQZ94JNeVr5MXr65N9E740gG63VRlESPAA=s1920-c-rp-mo-ba8-br100","https://www.google.com/maps/contrib/105993767754823058697?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","5","Jawa Barat","Jl. Raya Jatinangor No.150","false","Pinewood Apartment Jatinangor punya lokasi yang strategis banget, dekat JATOS, area kuliner di mana-mana, dekat dengan kampus UNPAD, ITB, IKOPIN, IPDN , jadi enak buat mahasiswa maupun antum yang kepengen short stay di Jatinangor. View dari beberapa kamar juga bagus, apalagi kalau dapat sisi kota atau pegunungan. Fasilitas cukup lengkap dengan minimarket, tempat makan, dan akses transport yang mudah.

Untuk tempat tinggal sementara, apartemen ini cukup nyaman, walau di jam sibuk kadang lift cukup ramai dan area parkir agak padat. Overall cocok buat yang cari hunian praktis di kawasan Jatinangor dengan suasana yang hidup dan akses ke mana-mana dekat.",,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","true","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Aga Ferdiansyah","Cikeruh, Kecamatan Jatinangor","id","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"sebulan lalu","2026-05-02T09:50:08.038Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21zMFIxRk5iMnR0UWxZMFZXRlZVbFpvZW10Mk4yYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0G546pHEpc6Ws23RgTOLmOju7Nf_RzWe65TZUXYNezp7r1Ni_EcfoxMdNU5p2hEj7AZ-kZ9mKCvQvRnXBrFNR7DiRYnr673F9ML_DmFEEMHDWjcrc3mh4KQV3zV6NzWlIQnvirhbislKO4=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1k63iQe2sh0dDjvE7kpNWyNT3VuYxTRhvBvT1ouAxxdX6xwBvzsOijGuTCzTx7kfEYNNXc-6cai4cyA-JtK6vo_2IlTjTLXL9p-ppwqStkakA_zMkEhpkay1jcQsa7JKQ-_4liknmd6n0=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2D0Ajt2XaEYC8Wf3gg5L7nxAyUEcsGW1hoqMPyodfQVeGNvLkUAkIxmW5GWWvrbzsP23ZsB92PWZuxJbjTNUhfdfCNgm4omGHwGhAqHaKsFOC6JpYcvLceucnUmpR2-l1dqrxPPTHY-4g=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1ohWWEdI27qaQFLUqRR-4OBU4so75ohkPYFEzBhjTUrLdTEa4E1Ggx1wuq012taq4oVbns8MyT-XhJPOpcVNDm78Qe-cPsqDYqSBVLGQoEJbTi_q69zXU6YvZOxGtKEKOGQ_8jhH9EsQE=k-no",,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21zMFIxRk5iMnR0UWxZMFZXRlZVbFpvZW10Mk4yYxAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOms0R1FNb2ttQlY0VWFVUlZoemt2N2c%7C%7C?hl=id","108488404511268912054","116","https://lh3.googleusercontent.com/a-/ALV-UjURq7ti6d5ddVnSHciWbSC7LaD0J5csDDVdWqGYQEwhVrgyjYg=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/108488404511268912054?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","4","Jawa Barat","Jl. Raya Jatinangor No.150","false","Lokasi strategis di belakang jatos tinggal jalan kaki.",,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","false","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","mad muggle","Cikeruh, Kecamatan Jatinangor","id","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"sebulan lalu","2026-04-29T02:13:53.296Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25CMk1qRk9XRVJ4Um1sNVlXczVYMHhYUzBkV2VFRRAB",,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CMk1qRk9XRVJ4Um1sNVlXczVYMHhYUzBkV2VFRRAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOnB2MjFOWERxRml5YWs5X0xXS0dWeEE%7C%7C?hl=id","115369588306330834485","1","https://lh3.googleusercontent.com/a/ACg8ocLK_SueZJ5T9TV1pLXUloal1S8zKD7R_7EovgRNYOFctigmZw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115369588306330834485?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","4","Jawa Barat","Jl. Raya Jatinangor No.150","false","Good neighborhood, clean facilities, all look decent … tapi mau saran dong. Ada beberapa ruangan yang keliatan masih kosong. Mungkin bisa ditambah fasilitas kesehatan kayak gym. Soalnya lumayan bgt buat yang mau olahraga indoor. Plus nambah pilihan buat olahraga juga kan, selain kolam renang yang memang udah ada.

Selain itu space buat nge-print seems nice. Ngga semua mahasiswa yang nyewa di sini punya printer. Dan kadang butuh di waktu yang urgent. Kalau ada fasilitas nge-print akan sangat membantu mahasiswa.

Penambahan dua fasilitas tadi kayaknya juga akan menambah daya tarik sewa maupun jual untuk apartemen ini. Soalnya lokasi udah strategis banget. Mungkin bisa dipertimbangkan ya. Thank you!",,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","false","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Haditya Mukri","Cikeruh, Kecamatan Jatinangor","id","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"sebulan lalu","2026-04-26T10:51:38.632Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT20xamIwbGZYMHg0VWtKd1NtWllSblJEY2pCVVZFRRAB",,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xamIwbGZYMHg0VWtKd1NtWllSblJEY2pCVVZFRRAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOm1jb0lfX0x4UkJwSmZYRnRDcjBUVEE%7C%7C?hl=id","104056319492223377713","2","https://lh3.googleusercontent.com/a-/ALV-UjX6vpHeStYt0lLXrfysD1Kb7bp3yiBAgdxXGhlnDVXM8YI8rDkA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104056319492223377713?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","5","Jawa Barat","Jl. Raya Jatinangor No.150","false","Cocok untuk yang kuliah di UNPAD dan ITB, tinggal menyebrang jalan dan satu kawasan dengan mall Jatos",,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","true","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Mg Sureshkumar","Cikeruh, Kecamatan Jatinangor","en","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"sebulan lalu","2026-04-11T09:35:08.072Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xaUGNHeHZjbmRDZDBNd1R6Um9NV010V0d4eE5FRRAB",,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaUGNHeHZjbmRDZDBNd1R6Um9NV010V0d4eE5FRRAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOlZPcGxvcndCd0MwTzRoMWMtWGxxNEE%7C%7C?hl=id","102803091540389273296","50","https://lh3.googleusercontent.com/a-/ALV-UjV8dPqVLcFVDRPqo6CNbwbxreWSZIikdUJKn__sphx8zDpefcUr=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/102803091540389273296?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","4","Jawa Barat","Jl. Raya Jatinangor No.150","false","Good facilities with swimming pool","Fasilitas bagus dengan kolam renang.","Pinewood Apartment Jatinangor","3.5","id","https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","true","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","pisas pire","Cikeruh, Kecamatan Jatinangor",,"false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"Diedit 2 bulan lalu","2026-04-01T08:12:29.331Z",,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTURJMWJiNm9BRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn1k_KtgK50INzXXOCAmNrxKn3roNc7sLXpAc55Hfrxi52wHtJ3EuxWjU3ByTF9QRFJZPW44HptbtADr4qi2BDFAgGKDEH63hoUcUBEMDzq_6F8p63RKx59qbjGL23bTAe-gYUBhrA=k-no",,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJMWJiNm9BRRAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CIHM0ogKEICAgMDI1bb6oAE%7C%7C?hl=id","109125797629522127639","180","https://lh3.googleusercontent.com/a/ACg8ocIeff1KzXcPEAY7riflL5LVZeVfEt3eNi14Xp0vWSBk6oBV5A=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/109125797629522127639?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","5","Jawa Barat","Jl. Raya Jatinangor No.150","false",,,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","true","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Edii Santoso","Cikeruh, Kecamatan Jatinangor",,"false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"2 bulan lalu","2026-03-21T04:26:43.277Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21OdFpUWXdSRk13UnpZMGRqQTVZbVIyUkdvd2FWRRAB",,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21OdFpUWXdSRk13UnpZMGRqQTVZbVIyUkdvd2FWRRAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOmNtZTYwRFMwRzY0djA5YmR2RGowaVE%7C%7C?hl=id","110806161064179999342","8","https://lh3.googleusercontent.com/a-/ALV-UjXKq2ktWD6SJ-QatvvBuNzV_xNzpvzeOhuVEqvKSBFs-N7__ZLTXQ=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/110806161064179999342?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","5","Jawa Barat","Jl. Raya Jatinangor No.150","false",,,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","true","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Melati Sikome","Cikeruh, Kecamatan Jatinangor",,"false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"3 bulan lalu","2026-02-08T13:23:33.312Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT210b2RrRlRUemh6WjJSaVpHVTVlV2c0TkZkb2NIYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3_t5mMCJhxPzVIoQrCVOHBuYxTo8oAmLjcbpgUYAB8FPuLcK7kSbywZ7EG8ZWeLeZnLPkvlTPqUijqDO8lWn0gJyrB4G8H4ut6xXMN1KRUyfqrm0ImdKMiAjAhnHkvHRYxwv_W7OZuYH17=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn0u0LA7YplCbRFkBjpB54r1s_aLFyT4-fj7DcQt-EAuIUpTUIMUB0lwoVlNgLGZn6CvkCfaT23dI8ueh5aI0V67YuKvmaXLTpxXndCroAVavhRg_Wg9gN5YO4XpF_c-L-oYx4WddKsO2sc=k-no",,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT210b2RrRlRUemh6WjJSaVpHVTVlV2c0TkZkb2NIYxAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOmtodkFTTzhzZ2RiZGU5eWg4NFdocHc%7C%7C?hl=id","100838932659628620561","5","https://lh3.googleusercontent.com/a-/ALV-UjWW1UELBUKeKYjEvrxQMdjmFoWwtQd0QchT8UKDe0C6uDQrjHw=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/100838932659628620561?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","5","Jawa Barat","Jl. Raya Jatinangor No.150","false",,,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
"Jl. Raya Jatinangor No.150, Cikeruh, Kec. Jatinangor, Kabupaten Sumedang, Jawa Barat 45363, Indonesia","Gedung Apartemen",,,,,,,"Gedung Apartemen","9405119993997698569","Kabupaten Sumedang","ID","0x2e68c552cc4f1315:0x8285b2cdd8282609",,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfhOPjsFEuYPGKyUKYQIpddX5UgbY8ipXzIbZGFOTiui-MbL9AVwQ5gTmfRPTaF6wDh_lFyb4q_QzB0H0fQq_nllszXoFT9WZvmzURWVhzADwt-6E1WqkWUHtFVVJZObGnIaYE=w408-h544-k-no","false","false","/g/11tsp6b5d6","id","0","-6.9357396","107.771755","Akmal Soheh","Cikeruh, Kecamatan Jatinangor","id","false","ChIJFRNPzFLFaC4RCSYo2M2yhYI","45363",,"5 bulan lalu","2025-12-28T21:47:02.125Z",,,,,,,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25NMmEwVjVhbXRyVERsQ2NqRjNUV1pFV0ZOWGRHYxAB",,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25NMmEwVjVhbXRyVERsQ2NqRjNUV1pFV0ZOWGRHYxAB!2m1!1s0x0:0x8285b2cdd8282609!3m1!1s2@1:CAIQACodChtycF9oOnM2a0V5amtrTDlCcjF3TWZEWFNXdGc%7C%7C?hl=id","114714449821355771783","2","https://lh3.googleusercontent.com/a/ACg8ocJDa6PJipf5k7qweNoys09KY0l5b5qbOEru043QHEE8kOH0vw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114714449821355771783?hl=id","57","2026-06-06T05:11:54.731Z","Best Studio Apartment at Pinewood Jatinangor By Travelio -6.9355,107.7719","5","Jawa Barat","Jl. Raya Jatinangor No.150","false","Tempatnya nyaman,bersih dan kamar rapih cocok bawa keluarga
Resepsionist ramah dan gak ribet
Pasilitas ruangan lmyan komplit bagi yg nawa keluarga disiapkan peralatan masak komplit
Pasilitas renang jg oke",,"Pinewood Apartment Jatinangor","3.5",,"https://www.google.com/maps/search/?api=1&query=Pinewood%20Apartment%20Jatinangor&query_place_id=ChIJFRNPzFLFaC4RCSYo2M2yhYI",
