"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Aktivitas di sekitar","reviewContext/Area piknik","reviewContext/Area untuk berjalan kaki","reviewContext/Detail penting","reviewContext/Grup perjalanan","reviewContext/Jenis acara","reviewContext/Jenis perjalanan","reviewContext/Kamar","reviewContext/Keamanan","reviewContext/Makanan & minuman","reviewContext/Sorotan hotel","reviewContext/Taman Bermain","reviewContext/Toilet","reviewContext/Waktu kunjungan","reviewDetailedRating/Kamar","reviewDetailedRating/Layanan","reviewDetailedRating/Lokasi","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Gandrung perum. Nouka Village No.A-8, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","15756799480767740638","Kabupaten Bandung Barat","ID","0x2e68e3503256215b:0xdaab65a508387ade","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFugpRW6v06RD_Gf2Bxvljf-sejGdXFdKPUaUBrzgHBLXfUtDBx351Mf1YF6x8lhybT6NQxt5kt_9InitW_TfKb3JOJDR769cCNYUAPxB8LDtdNr4xkVZQdtgIhzqXXqLJWslqb=w408-h271-k-no","false","true","/g/11v6n422mg","id","0","-6.8154835","107.5582419","Angel Devana","Jambudipa, Kecamatan Cisarua",,"false","ChIJWyFWMlDjaC4R3no4CKVlq9o","40551",,"2 tahun lalu","2024-03-03T10:12:55.351Z",,,,,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUM5alBDY3hnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5alBDY3hnRRAB!2m1!1s0x0:0xdaab65a508387ade!3m1!1s2@1:CIHM0ogKEICAgIC9jPCcxgE%7C%7C?hl=id","105148960887049125262","96","https://lh3.googleusercontent.com/a/ACg8ocIoUXRjEuZyG095zzmII-X35WiMuOV6IvzcXfaSoSNyFRSFlSY=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/105148960887049125262?hl=id","1","2026-06-06T06:53:58.581Z","Villa Koji Lembang -6.8155,107.5582","5","Jawa Barat","Jl. Gandrung perum. Nouka Village No.A-8","false",,,"Villa Koji Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Koji%20Lembang&query_place_id=ChIJWyFWMlDjaC4R3no4CKVlq9o",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Rizki Ilham Permana","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","6 bulan lalu","2025-11-30T06:15:00.830Z",,,,,,,,,,,,,,,,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT2s5bExUTmpTRmh3Wmt3MlIwbzVjbEF3WjFwTlQwRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s5bExUTmpTRmh3Wmt3MlIwbzVjbEF3WjFwTlQwRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CAIQACodChtycF9oOk9lLTNjSFhwZkw2R0o5clAwZ1pNT0E%7C%7C?hl=id","113308340189184660060","4","https://lh3.googleusercontent.com/a/ACg8ocIT_YiOyZwcyC2gMOt38LS7TBGK9Bspb-R71qOOKR9NknD3qg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113308340189184660060?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","Villa keluarga yg rekomend, Tempatnya yg dekat dengan wisata Lembang, aksesnya jlnnya baik. Ga bakal bosen kalau balik lagi kesini❤️🤙",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Erlina Septiyani Ayu saputri","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","7 bulan lalu","2025-11-02T05:01:20.136Z",,,,,,,,,,,,,,,,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT2pkM1YzUjJTbXRJWjJacVpXNHhZa0ZmWjFkZldWRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkM1YzUjJTbXRJWjJacVpXNHhZa0ZmWjFkZldWRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CAIQACodChtycF9oOjd3V3R2SmtIZ2ZqZW4xYkFfZ1dfWVE%7C%7C?hl=id","111478614697811647980","5","https://lh3.googleusercontent.com/a/ACg8ocIQQR88tlYnjkvrstQHA4Gqe0pG9-C4ZFo0UPCIuRtwh-go6g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111478614697811647980?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","Nyaman tempatnya",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","true","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Tika Mandasari","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","11 bulan lalu","2025-06-16T15:43:15.079Z",,,,,,,,"Keluarga",,"Liburan",,,,"Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak",,,,"5","5","5","Ci9DQUlRQUNvZENodHljRjlvT2pSZlIwVlNZbWhoY0RsM1Z6SnJkMVprZGtVMFdYYxAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Kwtshfsf8JxLD66ROmxZhyInL-9nkWj3RdpsajZSd7T32I_PVug7QVvaWfwZPaMlCsgO3S3Pcpaljpisu3tpsIGqv0GfBX5xJBmGV_SEOY2e8oq-a0uUTUhTEDnz8nC-XCRlc2TGMOKN1=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn2paL-DschTvaPqmjbgtcGSzY59Rkdg8gNWa8ri-iOlqvb1UdKDIV7MOCMzIetGcfpvKIBnuvSUUG8tbDbgIQbm2tdfNsAcCn5qU0FAEUjhZbTz8rwvYK2C8luOOXNB3y7lH1AJ2RysXAdU=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSZlIwVlNZbWhoY0RsM1Z6SnJkMVprZGtVMFdYYxAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CAIQACodChtycF9oOjRfR0VSYmhhcDl3VzJrd1ZkdkU0WXc%7C%7C?hl=id","100703868846636976952","6","https://lh3.googleusercontent.com/a/ACg8ocLs9NuYnDy2yEFCMbGVAy3Iw4XPi2vGOTRM3zCXA1YmjpOKvg=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/100703868846636976952?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","Villa Kyuri, villa ternyaman dan terkomplit bangeeeeet untuk alat masaknya, ownernya yang responsif, kondisi kamar dan rumah yang bersih dan tertata rapih sekali, plus ada kolam renang indoor yang private.

Rekomendasi buat staycasion dengan keluarga, ada rooftopnya lagi ahh pokoknya bakalan balik lagi ke sini kalau ke lembang, dekat dengan beberapa tujuan wisata, seperti the nice park, dusun bambu, dll.

Tapi ingat ya, kalau belok kanan dari arah cimahi, hanya sekitar 100m langsung belok kiri ya.",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","rangga dipaty","Jambudipa, Kecamatan Cisarua","en","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","setahun lalu","2025-05-17T08:43:08.020Z",,,,,,,,"Keluarga",,"Liburan",,,,"Mewah, Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak, Harga terbaik, Berteknologi tinggi",,,,"5","5","5","ChdDSUhNMG9nS0VLdVBfNm5KaktDbXBBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLdVBfNm5KaktDbXBBRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CIHM0ogKEKuP_6nJjKCmpAE%7C%7C?hl=id","112394049552048292881","8","https://lh3.googleusercontent.com/a/ACg8ocKb7JNzvNqaub064h6PpzhopXehHh75aYeKLEKoeIea6Caqzw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112394049552048292881?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","Good place with a good view, thankyou.","Tempat yang bagus dengan pemandangan yang bagus, terima kasih.","Villa Kyuri Lembang","5","id","https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Fauzia Wina","Jambudipa, Kecamatan Cisarua",,"false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","setahun lalu","2025-05-14T11:37:51.042Z",,,,,,,,"Keluarga",,"Liburan",,,,"Tenang, Cocok untuk anak-anak, Harga terbaik",,,,"5","5","5","ChdDSUhNMG9nS0VPU0c2N3JIMVBYeWpnRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn3OTtSh-QrtgjvFPZep0EkohsIhMeR1fitP3gBQ9eJY80ICAqeITzHg5vQslNQlPC5cU4GXoIHZ2VS4Ljrgj95Al_Mm4smzbBDAh_IviThaLxkyRdsZcmLL4aH_1MRBZSqViMA=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPU0c2N3JIMVBYeWpnRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CIHM0ogKEOSG67rH1PXyjgE%7C%7C?hl=id","115156694629478465204","0","https://lh3.googleusercontent.com/a-/ALV-UjUMtc28QA0SLwTKoqUztpwbbv8oFn3odSyXOUDuxupLoeJcZd3v=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115156694629478465204?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false",,,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Rezky Farel Almira","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","setahun lalu","2025-01-11T16:56:47.916Z",,,,,,,,,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNfZ0w3Y0d3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNfZ0w3Y0d3EAE!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CIHM0ogKEICAgIC_gL7cGw%7C%7C?hl=id","116274753882784316992","6","https://lh3.googleusercontent.com/a/ACg8ocKtMch-SAzH5AF1kZGZ-PjUF7JrpVPOtoNcJ4E8Lk1AGBQiBw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116274753882784316992?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","Rekomended",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Toni Heryanto","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","setahun lalu","2024-08-29T03:01:13.616Z",,"2024-08-29T04:36:54.000Z","Selamat Siang, 

WhatsApp: 081398889038
atau kunjungi situs:
http://linktr.ee/VillaKyuriLembang

Terima kasih",,,,,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUQ3LThIMnpBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3LThIMnpBRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CIHM0ogKEICAgID7-8H2zAE%7C%7C?hl=id","106008653886283370883","1","https://lh3.googleusercontent.com/a-/ALV-UjW1ZqYiWYkrGc5viY3QlxKS4bGEn1_dHMqurOkoSkk6OBSkXWQ5=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106008653886283370883?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","ada nomor whatsapp yang bisa dihubungi untuk booking?",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Azizah Zen","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","2 tahun lalu","2024-05-11T14:02:57.045Z",,,,,,,,,,,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNUMVBfWGdRRRAB","https://lh3.googleusercontent.com/grass-cs/ANxoTn0M6p9tqfQ72EmnxlUkOfEqU27Ew4mXoEWFLVsS-kNKhCLbiwFlYgQFaAuao9wO9IgCB458J6FIvI6qxMv19lGyFQnRzc1extdXQP-36e3ipGiKewpJD5kaMhCGf4U-13ctHRjV1g=k-no","https://lh3.googleusercontent.com/grass-cs/ANxoTn1sljpr09PPWkfFpcepVeXNZ_XAfxaSJKkJdZEYOWLn5HZJJyIVJ0IrJj0QvMh9VBOi8IX9sOPdUFfOShcN9Hx9a5BPUUb7pPZNladEEzVxYRQk8vQqjzYU2fUhCu2-xajLHbs4=k-no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNUMVBfWGdRRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CIHM0ogKEICAgICT1P_XgQE%7C%7C?hl=id","109054779674880653135","9","https://lh3.googleusercontent.com/a-/ALV-UjVF7ar3riVtHR6dZaBqKYL6wsTsCpPgZETVADGDV8wxBcuGZVb26A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109054779674880653135?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","good place, recom deh untuk yg mau staycation👍",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
"Nouka Village, Jl. Gandrung No.18 No. B25, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia","Vila",,,,,,,"Vila","14226007816953560585","Kabupaten Bandung Barat","ID","0x2e68e3f0b6a4f8ff:0xc56ceebca5727e09","Vila","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSVHV2AZP1849rtPgxnAJehGp_G-sCgTYSDi9qlQuzpLIkC84jiy4jCvUufU5Xj-S-hmGgfv0gOYIOBP8gglwNp4B1LewnpC1vhfqpmMLLxbBDu7kWkiBY25kplEOnBbG0PUMf=w408-h459-k-no","false","false","/g/11ssfm7bfl","id","0","-6.8157213","107.5581326","Riko Darwin","Jambudipa, Kecamatan Cisarua","id","false","ChIJ__iktvDjaC4RCX5ypbzubMU","40551","US$49","2 tahun lalu","2023-10-31T18:58:47.552Z",,,,,,,,"Keluarga",,"Liburan",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNGdmZIeG9RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGdmZIeG9RRRAB!2m1!1s0x0:0xc56ceebca5727e09!3m1!1s2@1:CIHM0ogKEICAgICFvfHxoQE%7C%7C?hl=id","104422085121731120998","1","https://lh3.googleusercontent.com/a/ACg8ocIiyO4xmR3XBT19lyXrmPWXAclm08r691uZviVHVStXIr2o0g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104422085121731120998?hl=id","12","2026-06-06T06:54:13.392Z","Villa Kyuri Lembang -6.8158,107.558","5","Jawa Barat","Nouka Village, Jl. Gandrung No.18 No. B25","false","serasa dirumah sendiri",,"Villa Kyuri Lembang","5",,"https://www.google.com/maps/search/?api=1&query=Villa%20Kyuri%20Lembang&query_place_id=ChIJ__iktvDjaC4RCX5ypbzubMU",
